StrategyID:010
RunTime:14:30:00
VRDate:13
AVDate:10
Date,Time,Signal,Index,Shares,Price,CurPL,CumPL
2021-07-01,14:30:00,SELL,000905.XSHG,1000,6763.78,1,1
2021-07-01,14:30:00,BUY,399006.XSHE,1000,3493.63,1,1.0
2021-07-02,14:30:00,SELL,399006.XSHE,1000,3343.51,0.95703,0.95703
2021-07-07,14:30:00,BUY,399006.XSHE,1000,3412.72,1,0.95703
2021-07-16,14:30:00,SELL,399006.XSHE,1000,3457.32,1.01307,0.96954
2021-07-16,14:30:00,BUY,000905.XSHG,1000,6949.13,1,0.96954
2021-07-20,14:30:00,SELL,000905.XSHG,1000,6899.11,0.9928,0.96256
2021-07-21,14:30:00,BUY,399006.XSHE,1000,3556.4,1,0.96256
2021-07-23,14:30:00,SELL,399006.XSHE,1000,3469.16,0.97547,0.93895
2021-07-23,14:30:00,BUY,000905.XSHG,1000,6991.24,1,0.93895
2021-07-26,14:30:00,SELL,000905.XSHG,1000,6850.24,0.97983,0.92001
2021-08-03,14:30:00,BUY,399006.XSHE,1000,3474.51,1,0.92001
2021-08-06,14:30:00,SELL,399006.XSHE,1000,3490.07,1.00448,0.92413
2021-08-11,14:30:00,BUY,000905.XSHG,1000,7071.71,1,0.92413
2021-08-17,14:30:00,SELL,000905.XSHG,1000,6911.89,0.9774,0.90324
2021-08-23,14:30:00,BUY,000905.XSHG,1000,7026.68,1,0.90324
2021-08-31,15:00:00,SELL,000905.XSHG,100,7255.34,1.03254,0.93263
