Date,PositionIndex,MarketValue
2021-07-01,512480.XSHG,0.9893939393939394
2021-07-02,EMPTY,0.9749999999999999
2021-07-05,399417.XSHE,0.9789298803749522
2021-07-06,399417.XSHE,0.9843785764891818
2021-07-07,399417.XSHE,1.033686951604992
2021-07-08,399417.XSHE,1.052253699111668
2021-07-09,399417.XSHE,1.0774647119734044
2021-07-12,399417.XSHE,1.125577517848384
2021-07-13,399417.XSHE,1.1244195868984685
2021-07-14,EMPTY,1.0831680200555887
2021-07-15,EMPTY,1.0831680200555887
2021-07-16,EMPTY,1.0831680200555887
2021-07-19,EMPTY,1.0831680200555887
2021-07-20,399967.XSHE,1.0830959493321035
2021-07-21,399417.XSHE,1.099788418743208
2021-07-22,399417.XSHE,1.1052357687787635
2021-07-23,399967.XSHE,1.0926752546007743
2021-07-26,399967.XSHE,1.1022660447823422
2021-07-27,399967.XSHE,1.0802691742916988
2021-07-28,EMPTY,1.0297898975953268
2021-07-29,512480.XSHG,1.02775607949606
2021-07-30,512480.XSHG,1.044704563656615
2021-08-02,EMPTY,1.007417898503394
2021-08-03,EMPTY,1.007417898503394
2021-08-04,EMPTY,1.007417898503394
2021-08-05,399967.XSHE,1.0069981098670866
2021-08-06,399967.XSHE,1.0126394405785308
2021-08-09,399967.XSHE,1.0083397872733235
2021-08-10,399967.XSHE,1.0445373906471653
2021-08-11,399967.XSHE,1.0407076611629935
2021-08-12,399417.XSHE,1.0113848041673117
2021-08-13,EMPTY,1.0063384615053563
2021-08-16,512200.XSHG,1.0063384615053563
2021-08-17,512200.XSHG,0.9958829969702357
2021-08-18,399975.XSHE,1.0110236150191634
2021-08-19,399967.XSHE,0.9932209836615082
2021-08-20,EMPTY,0.9889828963729026
2021-08-23,EMPTY,0.9889828963729026
2021-08-24,399975.XSHE,0.992769677399236
2021-08-25,EMPTY,0.9737436924857729
2021-08-26,EMPTY,0.9737436924857729
2021-08-27,EMPTY,0.9737436924857729
2021-08-30,399967.XSHE,0.9799834819618239
2021-08-31,399967.XSHE,0.9814207055908631
2021-09-01,399975.XSHE,0.9484233171267685
2021-09-02,399975.XSHE,0.9646105858492797
2021-09-03,399971.XSHE,0.9565751493984993
2021-09-06,399975.XSHE,0.9653278814540426
2021-09-07,399975.XSHE,0.9891828597547073
2021-09-08,399971.XSHE,0.9967549049252605
2021-09-09,399971.XSHE,0.9686024141199913
2021-09-10,399975.XSHE,0.9625567236069728
2021-09-13,399975.XSHE,0.9657355698616942
2021-09-14,EMPTY,0.9383725599436009
2021-09-15,EMPTY,0.9383725599436009
2021-09-16,EMPTY,0.9383725599436009
2021-09-17,EMPTY,0.9383725599436009
2021-09-22,EMPTY,0.9383725599436009
2021-09-23,EMPTY,0.9383725599436009
2021-09-24,399971.XSHE,0.9358453221704983
2021-09-27,399987.XSHE,0.9221447125822768
2021-09-28,399987.XSHE,0.9072021211238672
2021-09-29,399932.XSHE,0.9026973564841814
2021-09-30,399932.XSHE,0.9079154310681399
2021-10-08,399932.XSHE,0.9376213675128028
2021-10-11,399932.XSHE,0.93679173175344
2021-10-12,399932.XSHE,0.9354574721816813
2021-10-13,399987.XSHE,0.9565057984221031
2021-10-14,399932.XSHE,0.9518331808484954
2021-10-15,EMPTY,0.9467156180945083
2021-10-18,EMPTY,0.9467156180945083
2021-10-19,399932.XSHE,0.9462130281367077
2021-10-20,399417.XSHE,0.9429345614313801
2021-10-21,EMPTY,0.9276697263536712
2021-10-22,EMPTY,0.9276697263536712
2021-10-25,399417.XSHE,0.9295449846654597
2021-10-26,399417.XSHE,0.9314397399918318
2021-10-27,399417.XSHE,0.9466624772421114
2021-10-28,EMPTY,0.9261595939513613
2021-10-29,EMPTY,0.9261595939513613
