Date,PositionIndex,MarketValue
2021-07-01,399006.XSHE,0.989045777600948
2021-07-02,EMPTY,0.9570303666959581
2021-07-05,EMPTY,0.9570303666959581
2021-07-06,EMPTY,0.9570303666959581
2021-07-07,399006.XSHE,0.9561526196063176
2021-07-08,399006.XSHE,0.9627062775887142
2021-07-09,399006.XSHE,0.956074099099896
2021-07-12,399006.XSHE,0.9912540902805402
2021-07-13,399006.XSHE,0.9857071773626196
2021-07-14,399006.XSHE,0.9783178368475939
2021-07-15,399006.XSHE,0.9919916221801423
2021-07-16,000905.XSHG,0.966187703916253
2021-07-19,EMPTY,0.9615598496496262
2021-07-20,EMPTY,0.9615598496496262
2021-07-21,399006.XSHE,0.9625467165518928
2021-07-22,399006.XSHE,0.9583261707041169
2021-07-23,000905.XSHG,0.9372358187235461
2021-07-26,EMPTY,0.9190552617618415
2021-07-27,EMPTY,0.9190552617618415
2021-07-28,EMPTY,0.9190552617618415
2021-07-29,EMPTY,0.9190552617618415
2021-07-30,EMPTY,0.9190552617618415
2021-08-02,EMPTY,0.9190552617618415
2021-08-03,399006.XSHE,0.9197747388426362
2021-08-04,399006.XSHE,0.9424964598868532
2021-08-05,399006.XSHE,0.9343944073189326
2021-08-06,EMPTY,0.9231710938857998
2021-08-09,EMPTY,0.9231710938857998
2021-08-10,EMPTY,0.9231710938857998
2021-08-11,000905.XSHG,0.9234073789823228
2021-08-12,000905.XSHG,0.926237578370511
2021-08-13,000905.XSHG,0.9254138441389859
2021-08-16,EMPTY,0.9204009448536341
2021-08-17,EMPTY,0.9204009448536341
2021-08-18,EMPTY,0.9204009448536341
2021-08-19,EMPTY,0.9204009448536341
2021-08-20,EMPTY,0.9204009448536341
2021-08-23,000905.XSHG,0.9201232532548862
2021-08-24,000905.XSHG,0.9287971861176616
2021-08-25,000905.XSHG,0.9369471725677053
2021-08-26,000905.XSHG,0.9324726702029754
2021-08-27,000905.XSHG,0.9404982193799952
2021-08-30,000905.XSHG,0.9466244628108622
2021-08-31,EMPTY,0.9503523415374492
