StrategyID:030
RunTime:14:30:00
VRDate:13
AVDate:10
Date,Time,Signal,Index,Shares,Price,CurPL,CumPL
2021-07-01,14:30:00,SELL,399967.XSHE,1000,11240.53,1,1
2021-07-01,14:30:00,BUY,512480.XSHG,1000,1.32,1,1.0
2021-07-05,14:30:00,SELL,512480.XSHG,1000,1.34,1.01515,1.01515
2021-07-05,14:30:00,BUY,399417.XSHE,1000,4403.76,1,1.01515
2021-07-16,14:30:00,SELL,399417.XSHE,1000,4806.62,1.09148,1.10802
2021-07-20,14:30:00,BUY,399967.XSHE,1000,12023.39,1,1.10802
2021-07-21,14:30:00,SELL,399967.XSHE,1000,12187.4,1.01364,1.12313
2021-07-21,14:30:00,BUY,399417.XSHE,1000,5010.67,1,1.12313
2021-07-23,14:30:00,SELL,399417.XSHE,1000,5024.35,1.00273,1.1262
2021-07-23,14:30:00,BUY,399967.XSHE,1000,12529.49,1,1.1262
2021-07-28,14:30:00,SELL,399967.XSHE,1000,11719.74,0.93537,1.05341
2021-07-28,14:30:00,BUY,512480.XSHG,1000,1.4140000000000001,1,1.05341
