StrategyID:010
RunTime:14:30:00
VRDate:5
AVDate:5
Date,Time,Signal,Index,Shares,Price,CurPL,CumPL
2021-01-04,14:30:00,BUY,399006.XSHE,1000,3083.54,1,1
2021-01-08,14:30:00,SELL,399006.XSHE,1000,3135.61,1.01689,1.01689
2021-01-08,14:30:00,BUY,000300.XSHG,1000,5478.09,1,1.01689
2021-01-11,14:30:00,SELL,000300.XSHG,1000,5444.96,0.99395,1.01074
2021-01-11,14:30:00,BUY,000016.XSHG,1000,3779.36,1,1.01074
2021-01-14,14:30:00,SELL,000016.XSHG,1000,3804.19,1.00657,1.01738
2021-01-20,14:30:00,BUY,399006.XSHE,1000,3200.05,1,1.01738
2021-01-26,14:30:00,SELL,399006.XSHE,1000,3267.17,1.02097,1.03871
2021-02-03,14:30:00,BUY,399006.XSHE,1000,3247.59,1,1.03871
2021-02-05,14:30:00,SELL,399006.XSHE,1000,3216.55,0.99044,1.02878
2021-02-05,14:30:00,BUY,000016.XSHG,1000,3852.68,1,1.02878
2021-02-10,14:30:00,SELL,000016.XSHG,1000,4026.12,1.04502,1.0751
2021-02-10,14:30:00,BUY,399006.XSHE,1000,3422.07,1,1.0751
2021-02-18,14:30:00,SELL,399006.XSHE,1000,3321.52,0.97062,1.04351
2021-02-18,14:30:00,BUY,000905.XSHG,1000,6613.14,1,1.04351
2021-02-23,14:30:00,SELL,000905.XSHG,1000,6635.35,1.00336,1.04702
2021-03-03,14:30:00,BUY,399006.XSHE,1000,2986.44,1,1.04702
2021-03-04,14:30:00,SELL,399006.XSHE,1000,2859.67,0.95755,1.00257
2021-03-12,14:30:00,BUY,000016.XSHG,1000,3620.19,1,1.00257
2021-03-15,14:30:00,SELL,000016.XSHG,1000,3549.85,0.98057,0.98309
2021-03-17,14:30:00,BUY,000905.XSHG,1000,6224.91,1,0.98309
2021-03-19,14:30:00,SELL,000905.XSHG,1000,6192.85,0.99485,0.97803
2021-03-22,14:30:00,BUY,000905.XSHG,1000,6302.9,1,0.97803
2021-03-23,14:30:00,SELL,000905.XSHG,1000,6207.7,0.9849,0.96326
2021-03-26,14:30:00,BUY,399006.XSHE,1000,2746.45,1,0.96326
2021-04-07,14:30:00,SELL,399006.XSHE,1000,2804.19,1.02102,0.98351
2021-04-08,14:30:00,BUY,000905.XSHG,1000,6365.53,1,0.98351
2021-04-09,14:30:00,SELL,000905.XSHG,1000,6335.55,0.99529,0.97888
2021-04-15,14:30:00,BUY,399006.XSHE,1000,2789.21,1,0.97888
2021-05-06,14:30:00,SELL,399006.XSHE,1000,3021.24,1.08319,1.06031
2021-05-12,14:30:00,BUY,000905.XSHG,1000,6504.29,1,1.06031
2021-05-13,14:30:00,SELL,000905.XSHG,1000,6428.77,0.98839,1.048
2021-05-13,14:30:00,BUY,399006.XSHE,1000,2940.34,1,1.048
2021-05-21,14:30:00,SELL,399006.XSHE,1000,3113.79,1.05899,1.10982
2021-05-24,14:30:00,BUY,399006.XSHE,1000,3139.17,1,1.10982
2021-05-26,14:30:00,SELL,399006.XSHE,1000,3202.79,1.02027,1.13232
2021-05-26,14:30:00,BUY,000016.XSHG,1000,3655.84,1,1.13232
2021-05-28,14:30:00,SELL,000016.XSHG,1000,3637.2,0.9949,1.12655
2021-05-31,14:30:00,BUY,399006.XSHE,1000,3305.77,1,1.12655
2021-06-02,14:30:00,SELL,399006.XSHE,1000,3240.16,0.98015,1.10419
2021-06-10,14:30:00,BUY,399006.XSHE,1000,3289.12,1,1.10419
2021-06-16,14:30:00,SELL,399006.XSHE,1000,3137.8,0.95399,1.05339
2021-06-21,14:30:00,BUY,000905.XSHG,1000,6712.91,1,1.05339
2021-06-22,14:30:00,SELL,000905.XSHG,1000,6732.44,1.00291,1.05646
2021-06-22,14:30:00,BUY,399006.XSHE,1000,3282.04,1,1.05646
2021-06-24,14:30:00,SELL,399006.XSHE,1000,3281.45,0.99982,1.05627
2021-06-24,14:30:00,BUY,000905.XSHG,1000,6755.82,1,1.05627
2021-06-25,14:30:00,SELL,000905.XSHG,1000,6813.57,1.00855,1.0653
2021-06-25,14:30:00,BUY,000016.XSHG,1000,3537.66,1,1.0653
2021-06-28,14:30:00,SELL,000016.XSHG,1000,3515.65,0.99378,1.05867
2021-06-28,14:30:00,BUY,399006.XSHE,1000,3405.02,1,1.05867
2021-07-02,14:30:00,SELL,399006.XSHE,1000,3343.51,0.98194,1.03955
2021-07-07,14:30:00,BUY,000905.XSHG,1000,6762.57,1,1.03955
2021-07-08,14:30:00,SELL,000905.XSHG,1000,6766.67,1.00061,1.04018
2021-07-08,14:30:00,BUY,399006.XSHE,1000,3440.97,1,1.04018
2021-07-14,14:30:00,SELL,399006.XSHE,1000,3499.8,1.0171,1.05797
2021-07-14,14:30:00,BUY,000905.XSHG,1000,6917.31,1,1.05797
2021-07-15,14:30:00,SELL,000905.XSHG,1000,6933.59,1.00235,1.06046
2021-07-15,14:30:00,BUY,399006.XSHE,1000,3531.91,1,1.06046
2021-07-16,14:30:00,SELL,399006.XSHE,1000,3457.32,0.97888,1.03806
2021-07-16,14:30:00,BUY,000905.XSHG,1000,6949.13,1,1.03806
2021-07-19,14:30:00,SELL,000905.XSHG,1000,6891.95,0.99177,1.02952
2021-07-21,14:30:00,BUY,000905.XSHG,1000,6980.99,1,1.02952
2021-07-22,14:30:00,SELL,000905.XSHG,1000,7022.29,1.00592,1.03561
2021-07-22,14:30:00,BUY,399006.XSHE,1000,3532.37,1,1.03561
2021-07-23,14:30:00,SELL,399006.XSHE,1000,3469.16,0.98211,1.01708
2021-07-23,14:30:00,BUY,000905.XSHG,1000,6991.24,1,1.01708
2021-07-26,14:30:00,SELL,000905.XSHG,1000,6850.24,0.97983,0.99657
2021-07-30,14:30:00,BUY,399006.XSHE,1000,3427.75,1,0.99657
2021-08-05,14:30:00,SELL,399006.XSHE,1000,3528.42,1.02937,1.02584
2021-08-05,14:30:00,BUY,000016.XSHG,1000,3226.12,1,1.02584
2021-08-06,14:30:00,SELL,000016.XSHG,1000,3193.07,0.98976,1.01534
2021-08-06,14:30:00,BUY,000905.XSHG,1000,6925.38,1,1.01534
2021-08-10,14:30:00,SELL,000905.XSHG,1000,6978.42,1.00766,1.02312
2021-08-10,14:30:00,BUY,000016.XSHG,1000,3273.68,1,1.02312
2021-08-11,14:30:00,SELL,000016.XSHG,1000,3269.42,0.9987,1.02179
2021-08-11,14:30:00,BUY,000905.XSHG,1000,7071.71,1,1.02179
2021-08-16,14:30:00,SELL,000905.XSHG,1000,7050.49,0.997,1.01872
2021-08-23,14:30:00,BUY,399006.XSHE,1000,3290.15,1,1.01872
2021-08-25,14:30:00,SELL,399006.XSHE,1000,3342.06,1.01578,1.0348
2021-08-25,14:30:00,BUY,000905.XSHG,1000,7143.59,1,1.0348
2021-09-01,14:30:00,SELL,000905.XSHG,1000,7209.65,1.00925,1.04437
2021-09-01,14:30:00,BUY,000016.XSHG,1000,3165.45,1,1.04437
2021-09-02,14:30:00,SELL,000016.XSHG,1000,3162.27,0.999,1.04333
2021-09-02,14:30:00,BUY,000905.XSHG,1000,7295.73,1,1.04333
2021-09-03,14:30:00,SELL,000905.XSHG,1000,7266.78,0.99603,1.03919
2021-09-03,14:30:00,BUY,000016.XSHG,1000,3175.51,1,1.03919
2021-09-07,14:30:00,SELL,000016.XSHG,1000,3251.23,1.02384,1.06396
2021-09-07,14:30:00,BUY,000905.XSHG,1000,7489.9,1,1.06396
2021-09-14,14:30:00,SELL,000905.XSHG,1000,7579.97,1.01203,1.07676
2021-09-17,14:30:00,BUY,399006.XSHE,1000,3199.76,1,1.07676
2021-09-22,14:30:00,SELL,399006.XSHE,1000,3164.02,0.98883,1.06473
2021-09-24,14:30:00,BUY,399006.XSHE,1000,3215.07,1,1.06473
2021-09-28,14:30:00,SELL,399006.XSHE,1000,3211.88,0.99901,1.06368
2021-09-28,14:30:00,BUY,000016.XSHG,1000,3209.3,1,1.06368
2021-09-30,14:30:00,SELL,000016.XSHG,1000,3198.1,0.99651,1.05997
2021-10-08,14:30:00,BUY,000016.XSHG,1000,3252.16,1,1.05997
2021-10-12,14:30:00,SELL,000016.XSHG,1000,3240.63,0.99645,1.05621
2021-10-13,14:30:00,BUY,000016.XSHG,1000,3296.78,1,1.05621
2021-10-15,14:30:00,SELL,000016.XSHG,1000,3293.59,0.99903,1.05519
2021-10-15,14:30:00,BUY,399006.XSHE,1000,3275.37,1,1.05519
2021-10-21,14:30:00,SELL,399006.XSHE,1000,3270.16,0.99841,1.05351
2021-10-22,14:30:00,BUY,000016.XSHG,1000,3319.01,1,1.05351
2021-10-26,14:30:00,SELL,000016.XSHG,1000,3293.4,0.99228,1.04538
2021-10-26,14:30:00,BUY,399006.XSHE,1000,3327.91,1,1.04538
2021-10-27,14:30:00,SELL,399006.XSHE,1000,3294.1829,0.98987,1.03479
