Date,PositionIndex,MarketValue
2021-10-08,399932.XSHE,0.9997347042491259
2021-10-11,399932.XSHE,0.9988501087298054
2021-10-12,399932.XSHE,0.9974274602657434
2021-10-13,399932.XSHE,1.0220605852590072
2021-10-14,399987.XSHE,1.0144131272362822
2021-10-15,399987.XSHE,1.006318909292489
2021-10-18,EMPTY,0.9366164988869902
2021-10-19,399417.XSHE,0.9382649118756193
2021-10-20,399417.XSHE,0.9541150367662843
2021-10-21,399417.XSHE,0.944178616443522
2021-10-22,EMPTY,0.9365632057134448
2021-10-25,399417.XSHE,0.9384564419441158
2021-10-26,399417.XSHE,0.9403693621053514
2021-10-27,399417.XSHE,0.9557380382557465
2021-10-28,399417.XSHE,0.9350904898175636
2021-10-29,EMPTY,0.9451310838537592
