date,open,close,high,low,volume,money
2015-05-19,2436.24,2500.41,2501.33,2433.85,413870838.0,9140243392.85
2015-05-20,2501.62,2526.4,2568.0,2501.5,551896661.0,12409655562.59
2015-05-21,2529.81,2592.91,2593.19,2529.42,492245016.0,11540612579.99
2015-05-22,2617.65,2665.81,2666.04,2604.99,639142663.0,15333591240.4
2015-05-25,2651.29,2730.43,2732.41,2648.86,674631387.0,16649426190.82
2015-05-26,2738.48,2810.09,2810.41,2709.86,759314682.0,19329475027.06
2015-05-27,2811.0,2806.23,2828.15,2759.44,696454184.0,16844587715.92
2015-05-28,2802.78,2647.67,2859.37,2645.28,809371931.0,19792251851.51
2015-05-29,2645.92,2671.66,2720.64,2563.73,605434577.0,14475432908.17
2015-06-01,2684.91,2807.61,2807.8,2676.8,603026075.0,14824685844.59
2015-06-02,2808.95,2879.77,2880.75,2778.96,663271258.0,16194572222.1
2015-06-03,2886.24,2876.08,2902.23,2812.4,667981435.0,16086561617.81
2015-06-04,2875.78,2865.07,2887.9,2679.49,595864816.0,15499209489.2
2015-06-05,2887.61,2923.7,2950.49,2851.49,762349178.0,19648936303.4
2015-06-08,2927.07,2985.05,2997.56,2886.42,856126256.0,22224821964.27
2015-06-09,2974.35,2943.78,2995.11,2916.6,606538544.0,16476706722.76
2015-06-10,2927.31,3022.64,3062.53,2905.99,691188439.0,19199484223.41
2015-06-11,3016.03,3057.22,3060.11,2998.19,557006046.0,14889362113.51
2015-06-12,3070.55,3150.94,3192.26,3070.55,730900409.0,21739986250.49
2015-06-15,3157.28,3143.73,3242.07,3129.94,769652699.0,22520464929.6
2015-06-16,3113.12,3007.99,3122.82,2976.71,564147362.0,15965007133.48
2015-06-17,2994.21,3061.6,3065.72,2894.81,553341784.0,14385802405.71
2015-06-18,3039.52,2944.39,3073.41,2944.26,497518080.0,13730924706.07
2015-06-19,2879.15,2737.33,2923.62,2734.92,473629629.0,12280346770.12
2015-06-23,2742.48,2865.77,2871.07,2642.53,536069728.0,13916525085.84
2015-06-24,2885.7,2992.8,2997.49,2878.77,652545228.0,18752508109.79
2015-06-25,3008.81,2902.63,3010.33,2863.06,675832223.0,18026610845.3
2015-06-26,2811.94,2689.11,2853.24,2640.26,753249568.0,19464245277.7
2015-06-29,2770.96,2672.17,2800.0,2527.0,901842521.0,24555199489.17
2015-06-30,2630.54,2784.9,2792.57,2515.37,854799219.0,21936993305.16
2015-07-01,2728.98,2646.81,2866.39,2640.02,756094465.0,20134583413.38
2015-07-02,2626.2,2453.37,2626.2,2428.19,688466317.0,17181156464.73
2015-07-03,2358.19,2279.13,2480.27,2248.05,633296500.0,14754821328.03
2015-07-06,2459.68,2247.38,2459.68,2150.77,826061244.0,21156633155.97
2015-07-07,2169.3,2133.56,2195.11,2092.19,562888278.0,14953662498.69
2015-07-08,1968.73,2014.04,2049.2,1954.87,791954407.0,20400510033.83
2015-07-09,1996.72,2177.35,2180.08,1996.72,531227330.0,12518986144.9
2015-07-10,2230.75,2338.24,2360.12,2221.77,533000968.0,17979773336.51
2015-07-13,2377.16,2459.43,2492.11,2343.67,690714657.0,18488575370.44
2015-07-14,2431.65,2387.43,2504.16,2365.95,712623321.0,15931974172.5
2015-07-15,2342.57,2237.14,2360.85,2212.41,611095989.0,12017542178.25
2015-07-16,2213.6,2279.29,2330.81,2176.02,492414663.0,9492210987.75
2015-07-17,2289.42,2379.54,2401.39,2288.5,475170775.0,9161100790.13
2015-07-20,2373.66,2364.56,2423.0,2334.45,557869016.0,10670922995.13
2015-07-21,2339.84,2378.91,2395.06,2316.64,457611366.0,8548592586.02
2015-07-22,2378.01,2389.23,2416.44,2347.64,540925894.0,10656765120.24
2015-07-23,2393.65,2455.21,2460.3,2373.2,599004463.0,11560050128.21
2015-07-24,2449.99,2415.86,2501.29,2403.6,742940368.0,14916721836.5
2015-07-27,2363.57,2188.52,2406.9,2188.46,606873878.0,12019967210.5
2015-07-28,2110.41,2192.48,2225.78,2075.61,648926814.0,12162180434.32
2015-07-29,2206.19,2270.07,2271.36,2164.99,458764896.0,8230792319.73
2015-07-30,2266.06,2225.38,2308.38,2219.77,480285210.0,8260934275.61
2015-07-31,2206.3,2252.29,2266.0,2206.3,389599720.0,7048220767.87
2015-08-03,2225.27,2260.46,2260.84,2204.33,451435334.0,8090921951.36
2015-08-04,2259.03,2336.33,2337.86,2244.41,447980145.0,8068674147.97
2015-08-05,2319.78,2283.81,2333.57,2272.1,404575782.0,6928369446.17
2015-08-06,2248.26,2258.1,2284.99,2240.06,285928728.0,5020354232.31
2015-08-07,2271.14,2299.17,2310.85,2270.99,328168166.0,5741072173.03
2015-08-10,2311.57,2383.26,2396.03,2307.54,478942727.0,8695052544.03
2015-08-11,2378.22,2377.7,2403.73,2366.13,457745955.0,8292374932.46
2015-08-12,2353.44,2347.96,2393.1,2347.54,364566577.0,6634609080.5
2015-08-13,2346.85,2375.36,2375.68,2314.42,371120096.0,6412728129.76
2015-08-14,2388.95,2389.78,2415.76,2373.15,467305325.0,8077208943.98
2015-08-17,2377.4,2412.15,2416.47,2354.48,431932965.0,7893855916.24
2015-08-18,2420.22,2255.35,2426.99,2251.08,551134922.0,9791544990.8
2015-08-19,2210.11,2312.7,2317.93,2186.26,436425218.0,7599653741.05
2015-08-20,2294.14,2241.46,2315.98,2241.32,398384272.0,7438121989.47
2015-08-21,2200.22,2121.91,2215.51,2115.87,376446130.0,7361092697.43
2015-08-24,2048.96,1938.73,2051.02,1937.24,330861744.0,6646882879.24
2015-08-25,1817.86,1840.07,1931.12,1816.47,386368408.0,7264556482.6
2015-08-26,1852.06,1830.15,1923.64,1798.84,456959215.0,7535937651.73
2015-08-27,1859.87,1913.64,1914.0,1832.71,374703900.0,6514014130.12
2015-08-28,1928.11,1978.8,1986.68,1903.71,434139301.0,7432123542.66
2015-08-31,1951.61,1941.65,1952.87,1905.47,339746775.0,5720689327.0
2015-09-01,1917.14,1894.85,1917.14,1842.42,326428027.0,5878767816.75
2015-09-02,1832.64,1904.17,1908.31,1830.79,392543584.0,6941324214.17
2015-09-07,1897.62,1870.92,1945.53,1860.09,269270655.0,4178489966.78
2015-09-08,1859.6,1916.63,1920.73,1833.66,231240025.0,3424943825.13
2015-09-09,1920.59,1965.84,1968.86,1917.71,350182748.0,5143806587.85
2015-09-10,1939.0,1934.35,1960.62,1930.64,245887382.0,3644857024.08
2015-09-11,1927.76,1933.02,1945.33,1911.88,193944917.0,2688561008.3
2015-09-14,1934.7,1865.11,1944.52,1844.34,297330018.0,5213828103.36
2015-09-15,1836.99,1812.2,1861.43,1797.45,244506198.0,3693225557.72
2015-09-16,1812.86,1907.16,1925.52,1805.27,252272026.0,3640002689.31
2015-09-17,1889.95,1868.88,1929.54,1868.27,293098998.0,4037276419.97
2015-09-18,1877.89,1874.61,1888.2,1859.02,159186059.0,2210792028.91
2015-09-21,1858.46,1909.06,1912.07,1852.73,194354219.0,2649082711.44
2015-09-22,1912.5,1925.26,1934.92,1907.02,241942275.0,3286272282.81
2015-09-23,1897.86,1883.42,1910.13,1878.11,182137789.0,2599329359.28
2015-09-24,1889.53,1902.19,1904.76,1883.22,152804820.0,2063978676.98
2015-09-25,1903.57,1876.29,1916.48,1863.93,200749243.0,2772288219.67
2015-09-28,1874.32,1884.95,1885.4,1849.69,154408121.0,1875143863.26
2015-09-29,1861.77,1872.08,1888.14,1858.62,185898432.0,2422307817.38
2015-09-30,1873.82,1881.06,1889.76,1873.82,131736027.0,1803875579.79
2015-10-08,1935.63,1934.28,1953.48,1932.44,221877219.0,3552892051.97
2015-10-09,1935.26,1948.62,1953.72,1927.35,196688368.0,2701371084.68
2015-10-12,1954.98,2008.35,2018.48,1953.26,331541467.0,5246140019.66
2015-10-13,1997.63,2019.27,2022.01,1992.91,282539244.0,3850984633.11
2015-10-14,2014.95,2005.09,2019.22,2001.91,293140076.0,3983001772.42
2015-10-15,2000.76,2040.48,2040.74,2000.76,299856746.0,4061717996.26
2015-10-16,2048.12,2052.06,2053.7,2023.45,338788006.0,4619822412.14
2015-10-19,2058.72,2047.25,2065.96,2035.61,300554794.0,4500670762.03
2015-10-20,2043.36,2060.89,2060.92,2033.48,269024124.0,3895962598.31
2015-10-21,2059.33,1980.55,2065.35,1970.94,353086048.0,5066077283.36
2015-10-22,1981.73,2015.42,2015.77,1975.02,220925275.0,3295800737.24
2015-10-23,2022.87,2075.85,2087.93,2022.87,323769249.0,5732409912.55
2015-10-26,2088.07,2100.4,2106.17,2066.0,332039913.0,5297629651.61
2015-10-27,2092.97,2104.66,2106.09,2045.07,331011049.0,4554787291.79
2015-10-28,2094.08,2079.6,2110.77,2075.62,290896421.0,4410351966.84
2015-10-29,2086.94,2109.4,2121.19,2084.34,264165304.0,3964906961.41
2015-10-30,2105.6,2118.01,2137.73,2095.36,280124465.0,4030500386.09
2015-11-02,2093.0,2093.43,2134.24,2078.12,437359654.0,7091654460.26
2015-11-03,2097.96,2091.29,2111.57,2081.02,277545274.0,4694641872.95
2015-11-04,2096.15,2177.81,2179.65,2096.15,377568978.0,6909107729.92
2015-11-05,2175.03,2192.87,2214.81,2171.07,479700368.0,8635957577.97
2015-11-06,2189.36,2216.24,2217.42,2185.99,387965929.0,6674417393.9
2015-11-09,2217.07,2224.65,2237.77,2191.86,439189333.0,8082730297.98
2015-11-10,2208.24,2219.62,2229.92,2192.02,348257343.0,6115366944.63
2015-11-11,2216.4,2220.78,2222.16,2199.12,347875877.0,5958178038.62
