date,open,close,high,low,volume,money
2013-07-15,529.75,541.33,556.81,522.19,1510312167.0,14556671909.0
2013-07-16,535.89,543.94,543.95,531.85,812443102.0,7897523701.0
2013-07-17,542.34,528.3,549.17,528.3,767933484.0,7397639729.0
2013-07-18,524.35,516.96,529.13,516.07,667086403.0,6287362524.0
2013-07-19,518.51,499.6,524.95,498.34,731156267.0,6836374842.0
2013-07-22,493.05,508.03,508.21,490.33,548465367.0,4945352424.0
2013-07-23,509.65,531.42,535.92,507.61,1046572597.0,9872774794.0
2013-07-24,525.11,526.26,530.45,514.26,787146089.0,7395069937.0
2013-07-25,529.24,526.27,538.39,523.31,764469408.0,7443581740.0
2013-07-26,521.39,519.99,525.97,515.83,483338187.0,4570297315.0
2013-07-29,512.73,502.0,513.67,502.0,498949281.0,4633579995.0
2013-07-30,506.61,513.98,526.15,502.78,719793562.0,6733067666.0
2013-07-31,522.36,517.06,531.18,515.6,610183443.0,5795491844.0
2013-08-01,521.77,536.02,538.13,518.21,846677447.0,8266433144.0
2013-08-02,540.33,531.88,542.64,530.1,625461198.0,6108964720.0
2013-08-05,531.49,539.54,539.54,530.52,536316840.0,5251516244.0
2013-08-06,537.26,542.35,544.91,531.02,657954215.0,6460553642.0
2013-08-07,542.05,536.85,553.26,534.87,815550436.0,8133709865.0
2013-08-08,531.99,529.1,536.84,525.39,531462797.0,5129643412.0
2013-08-09,532.89,535.27,538.47,526.44,561423632.0,5511230785.0
2013-08-12,537.8,556.13,556.14,536.59,1218406450.0,11949898790.0
2013-08-13,555.4,555.03,558.38,550.9,712037726.0,7093090688.0
2013-08-14,556.28,548.76,563.56,546.27,767130648.0,7616021918.0
2013-08-15,547.77,539.84,553.72,539.44,557522324.0,5547354044.0
2013-08-16,536.36,540.64,579.91,533.28,1881087462.0,19009484146.0
2013-08-19,523.45,528.72,533.93,518.93,1113339677.0,10680284547.0
2013-08-20,523.83,517.81,531.99,515.51,808638378.0,7871476680.0
2013-08-21,518.35,520.22,521.82,514.42,627478082.0,6054862301.0
2013-08-22,517.04,516.51,524.17,515.36,612855281.0,5837732333.0
2013-08-23,519.75,509.48,521.22,501.17,647453174.0,6112106143.0
2013-08-26,521.24,535.91,536.93,518.27,1043679414.0,10667196012.0
2013-08-27,533.51,536.46,537.78,530.5,673045914.0,6999267175.0
2013-08-28,530.53,529.25,534.79,525.54,651055534.0,6678117332.0
2013-08-29,538.85,532.58,542.12,530.59,614326298.0,6378967139.0
2013-08-30,531.47,538.35,546.31,526.89,940166025.0,9845354984.0
2013-09-02,536.71,539.71,543.36,531.75,720366156.0,7394240669.0
