Date,PositionIndex,MarketValue
2021-01-04,399006.XSHE,0.9982390369510369
2021-01-05,399006.XSHE,1.0046829293604105
2021-01-06,399006.XSHE,1.0102317466288748
2021-01-07,399006.XSHE,1.0255745020333773
2021-01-08,000300.XSHG,1.020105223800389
2021-01-11,000016.XSHG,1.0099797392036838
2021-01-12,000016.XSHG,1.0446367588496035
2021-01-13,000016.XSHG,1.0358407917521861
2021-01-14,EMPTY,1.0173770164890152
2021-01-15,EMPTY,1.0173770164890152
2021-01-18,EMPTY,1.0173770164890152
2021-01-19,EMPTY,1.0173770164890152
2021-01-20,399006.XSHE,1.018928492197353
2021-01-21,399006.XSHE,1.043977830529307
2021-01-22,399006.XSHE,1.0676696276164654
2021-01-25,399006.XSHE,1.0667158515662578
2021-01-26,EMPTY,1.0387161659856614
2021-01-27,EMPTY,1.0387161659856614
2021-01-28,EMPTY,1.0387161659856614
2021-01-29,EMPTY,1.0387161659856614
2021-02-01,EMPTY,1.0387161659856614
2021-02-02,EMPTY,1.0387161659856614
2021-02-03,399006.XSHE,1.031097525986838
2021-02-04,399006.XSHE,1.0236707912776577
2021-02-05,000016.XSHG,1.0256079163414047
2021-02-08,000016.XSHG,1.038879399258155
2021-02-09,000016.XSHG,1.0555315053887098
2021-02-10,399006.XSHE,1.072507248273038
2021-02-18,000905.XSHG,1.0437336655372491
2021-02-19,000905.XSHG,1.0577678496547966
2021-02-22,000905.XSHG,1.0504430596082872
2021-02-23,EMPTY,1.0470173553448292
2021-02-24,EMPTY,1.0470173553448292
2021-02-25,EMPTY,1.0470173553448292
2021-02-26,EMPTY,1.0470173553448292
2021-03-01,EMPTY,1.0470173553448292
2021-03-02,EMPTY,1.0470173553448292
2021-03-03,399006.XSHE,1.0509825333791947
2021-03-04,EMPTY,1.0025730034954488
2021-03-05,EMPTY,1.0025730034954488
2021-03-08,EMPTY,1.0025730034954488
2021-03-09,EMPTY,1.0025730034954488
2021-03-10,EMPTY,1.0025730034954488
2021-03-11,EMPTY,1.0025730034954488
2021-03-12,000016.XSHG,1.0060042818298203
2021-03-15,EMPTY,0.9830930908207356
2021-03-16,EMPTY,0.9830930908207356
2021-03-17,000905.XSHG,0.9831641588186455
2021-03-18,000905.XSHG,0.9908237097044906
2021-03-19,EMPTY,0.9780298907918659
2021-03-22,000905.XSHG,0.9784628190305036
2021-03-23,EMPTY,0.9632575723982082
2021-03-24,EMPTY,0.9632575723982082
2021-03-25,EMPTY,0.9632575723982082
2021-03-26,399006.XSHE,0.9628893077471066
2021-03-29,399006.XSHE,0.9588769766912943
2021-03-30,399006.XSHE,0.9719801837057301
2021-03-31,399006.XSHE,0.9674838476798986
2021-04-01,399006.XSHE,0.9874437917696078
2021-04-02,399006.XSHE,1.0003576055349057
2021-04-06,399006.XSHE,0.9931220819613562
2021-04-07,EMPTY,0.9835086209264076
2021-04-08,000905.XSHG,0.9821520637046627
2021-04-09,EMPTY,0.9788765496840486
2021-04-12,EMPTY,0.9788765496840486
2021-04-13,EMPTY,0.9788765496840486
2021-04-14,EMPTY,0.9788765496840486
2021-04-15,399006.XSHE,0.9793784098760199
2021-04-16,399006.XSHE,0.9768269947741799
2021-04-19,399006.XSHE,1.0173127232677506
2021-04-20,399006.XSHE,1.0163932311677752
2021-04-21,399006.XSHE,1.0237140728492582
2021-04-22,399006.XSHE,1.0315823983765282
2021-04-23,399006.XSHE,1.050919808570666
2021-04-26,399006.XSHE,1.042114443384261
2021-04-27,399006.XSHE,1.0479507615608221
2021-04-28,399006.XSHE,1.0706046604361685
2021-04-29,399006.XSHE,1.0708994594300538
2021-04-30,399006.XSHE,1.0849304877342576
2021-05-06,EMPTY,1.0603077527211775
2021-05-07,EMPTY,1.0603077527211775
2021-05-10,EMPTY,1.0603077527211775
2021-05-11,EMPTY,1.0603077527211775
2021-05-12,000905.XSHG,1.0615727621474356
2021-05-13,399006.XSHE,1.0491657915871992
2021-05-14,399006.XSHE,1.0813113344029328
2021-05-17,399006.XSHE,1.1094435851452087
