StrategyID:010
RunTime:14:30:00
VRDate:7
AVDate:7
Date,Time,Signal,Index,Shares,Price,CurPL,CumPL
2021-01-04,14:30:00,BUY,399006.XSHE,1000,3083.54,1,1
2021-01-11,14:30:00,SELL,399006.XSHE,1000,3097.9,1.00466,1.00466
2021-01-11,14:30:00,BUY,000300.XSHG,1000,5444.96,1,1.00466
2021-01-12,14:30:00,SELL,000300.XSHG,1000,5557.94,1.02075,1.02551
2021-01-12,14:30:00,BUY,000016.XSHG,1000,3874.1,1,1.02551
2021-01-14,14:30:00,SELL,000016.XSHG,1000,3804.19,0.98195,1.007
2021-01-15,14:30:00,BUY,000016.XSHG,1000,3834.66,1,1.007
2021-01-19,14:30:00,SELL,000016.XSHG,1000,3805.27,0.99234,0.99929
2021-01-20,14:30:00,BUY,399006.XSHE,1000,3200.05,1,0.99929
2021-01-27,14:30:00,SELL,399006.XSHE,1000,3270.53,1.02202,1.02129
2021-02-05,14:30:00,BUY,000016.XSHG,1000,3852.68,1,1.02129
2021-02-09,14:30:00,SELL,000016.XSHG,1000,3939.12,1.02244,1.04421
2021-02-09,14:30:00,BUY,399006.XSHE,1000,3332.53,1,1.04421
2021-02-10,14:30:00,SELL,399006.XSHE,1000,3422.07,1.02687,1.07227
2021-02-10,14:30:00,BUY,000016.XSHG,1000,4026.12,1,1.07227
2021-02-19,14:30:00,SELL,000016.XSHG,1000,4019.6,0.99838,1.07053
2021-02-19,14:30:00,BUY,000905.XSHG,1000,6701.98,1,1.07053
2021-02-24,14:30:00,SELL,000905.XSHG,1000,6524.37,0.9735,1.04216
2021-03-16,14:30:00,BUY,000016.XSHG,1000,3587.09,1,1.04216
2021-03-17,14:30:00,SELL,000016.XSHG,1000,3593.63,1.00182,1.04406
2021-03-17,14:30:00,BUY,399006.XSHE,1000,2706.69,1,1.04406
2021-03-18,14:30:00,SELL,399006.XSHE,1000,2745.45,1.01432,1.05901
2021-03-18,14:30:00,BUY,000905.XSHG,1000,6268.7,1,1.05901
2021-03-19,14:30:00,SELL,000905.XSHG,1000,6192.85,0.9879,1.0462
2021-03-22,14:30:00,BUY,000905.XSHG,1000,6302.9,1,1.0462
2021-03-23,14:30:00,SELL,000905.XSHG,1000,6207.7,0.9849,1.0304
2021-03-29,14:30:00,BUY,399006.XSHE,1000,2735.35,1,1.0304
2021-04-07,14:30:00,SELL,399006.XSHE,1000,2804.19,1.02517,1.05634
2021-04-08,14:30:00,BUY,399006.XSHE,1000,2827.47,1,1.05634
