StrategyID:010
RunTime:14:30:00
VRDate:7
AVDate:7
Date,Time,Signal,Index,Shares,Price,CurPL,CumPL
2021-04-09,14:30:00,SELL,399006.XSHE,1000,2784.54,0.98482,1.0403
2021-04-19,14:30:00,BUY,399006.XSHE,1000,2895.74,1,1.0403
2021-05-06,14:30:00,SELL,399006.XSHE,1000,3021.24,1.04334,1.08539
2021-05-12,14:30:00,BUY,000905.XSHG,1000,6504.29,1,1.08539
2021-05-13,14:30:00,SELL,000905.XSHG,1000,6428.77,0.98839,1.07279
2021-05-14,14:30:00,BUY,000016.XSHG,1000,3494.4,1,1.07279
2021-05-17,14:30:00,SELL,000016.XSHG,1000,3545.84,1.01472,1.08858
2021-05-17,14:30:00,BUY,399006.XSHE,1000,3119.66,1,1.08858
2021-05-27,14:30:00,SELL,399006.XSHE,1000,3218.15,1.03157,1.12295
2021-05-27,14:30:00,BUY,000016.XSHG,1000,3663.8,1,1.12295
2021-05-31,14:30:00,SELL,000016.XSHG,1000,3633.71,0.99179,1.11373
2021-05-31,14:30:00,BUY,399006.XSHE,1000,3305.77,1,1.11373
2021-06-02,14:30:00,SELL,399006.XSHE,1000,3240.16,0.98015,1.09162
2021-06-07,14:30:00,BUY,000905.XSHG,1000,6710.76,1,1.09162
2021-06-08,14:30:00,SELL,000905.XSHG,1000,6675.27,0.99471,1.08585
2021-06-10,14:30:00,BUY,399006.XSHE,1000,3289.12,1,1.08585
2021-06-16,14:30:00,SELL,399006.XSHE,1000,3137.8,0.95399,1.03589
2021-06-18,14:30:00,BUY,399006.XSHE,1000,3254.28,1,1.03589
2021-06-21,14:30:00,SELL,399006.XSHE,1000,3276.18,1.00673,1.04286
2021-06-22,14:30:00,BUY,000905.XSHG,1000,6732.44,1,1.04286
2021-06-24,14:30:00,SELL,000905.XSHG,1000,6755.82,1.00347,1.04648
2021-06-24,14:30:00,BUY,399006.XSHE,1000,3281.45,1,1.04648
2021-07-02,14:30:00,SELL,399006.XSHE,1000,3343.51,1.01891,1.06627
2021-07-07,14:30:00,BUY,399006.XSHE,1000,3412.72,1,1.06627
2021-07-08,14:30:00,SELL,399006.XSHE,1000,3440.97,1.00828,1.0751
2021-07-09,14:30:00,BUY,000905.XSHG,1000,6802.0,1,1.0751
2021-07-12,14:30:00,SELL,000905.XSHG,1000,6904.29,1.01504,1.09127
2021-07-12,14:30:00,BUY,399006.XSHE,1000,3531.35,1,1.09127
2021-07-16,14:30:00,SELL,399006.XSHE,1000,3457.32,0.97904,1.0684
2021-07-16,14:30:00,BUY,000905.XSHG,1000,6949.13,1,1.0684
2021-07-19,14:30:00,SELL,000905.XSHG,1000,6891.95,0.99177,1.05961
2021-07-21,14:30:00,BUY,399006.XSHE,1000,3556.4,1,1.05961
2021-07-22,14:30:00,SELL,399006.XSHE,1000,3532.37,0.99324,1.05245
2021-07-22,14:30:00,BUY,000905.XSHG,1000,7022.29,1,1.05245
2021-07-26,14:30:00,SELL,000905.XSHG,1000,6850.24,0.9755,1.02666
2021-08-02,14:30:00,BUY,399006.XSHE,1000,3488.47,1,1.02666
2021-08-06,14:30:00,SELL,399006.XSHE,1000,3490.07,1.00046,1.02713
2021-08-06,14:30:00,BUY,000905.XSHG,1000,6925.38,1,1.02713
2021-08-09,14:30:00,SELL,000905.XSHG,1000,6970.86,1.00657,1.03388
2021-08-09,14:30:00,BUY,000300.XSHG,1000,4981.08,1,1.03388
2021-08-10,14:30:00,SELL,000300.XSHG,1000,5014.83,1.00678,1.04089
2021-08-10,14:30:00,BUY,000016.XSHG,1000,3273.68,1,1.04089
2021-08-11,14:30:00,SELL,000016.XSHG,1000,3269.42,0.9987,1.03954
2021-08-11,14:30:00,BUY,000905.XSHG,1000,7071.71,1,1.03954
2021-08-16,14:30:00,SELL,000905.XSHG,1000,7050.49,0.997,1.03642
2021-08-24,14:30:00,BUY,399006.XSHE,1000,3325.92,1,1.03642
2021-08-26,14:30:00,SELL,399006.XSHE,1000,3283.24,0.98717,1.02312
2021-08-26,14:30:00,BUY,000905.XSHG,1000,7157.84,1,1.02312
2021-09-03,14:30:00,SELL,000905.XSHG,1000,7266.78,1.01522,1.03869
2021-09-03,14:30:00,BUY,000016.XSHG,1000,3175.51,1,1.03869
2021-09-08,14:30:00,SELL,000016.XSHG,1000,3215.13,1.01248,1.05165
2021-09-08,14:30:00,BUY,000905.XSHG,1000,7542.44,1,1.05165
2021-09-15,14:30:00,SELL,000905.XSHG,1000,7580.28,1.00502,1.05693
2021-09-27,14:30:00,BUY,000016.XSHG,1000,3193.94,1,1.05693
2021-09-28,14:30:00,SELL,000016.XSHG,1000,3209.3,1.00481,1.06201
2021-09-28,14:30:00,BUY,399006.XSHE,1000,3211.88,1,1.06201
2021-09-29,14:30:00,SELL,399006.XSHE,1000,3180.85,0.99034,1.05175
2021-09-29,14:30:00,BUY,000016.XSHG,1000,3209.54,1,1.05175
2021-09-30,14:30:00,SELL,000016.XSHG,1000,3198.1,0.99644,1.04801
2021-09-30,14:30:00,BUY,399006.XSHE,1000,3247.13,1,1.04801
2021-10-08,14:30:00,SELL,399006.XSHE,1000,3236.5,0.99673,1.04458
2021-10-08,14:30:00,BUY,000016.XSHG,1000,3252.16,1,1.04458
2021-10-18,14:30:00,SELL,000016.XSHG,1000,3224.25,0.99142,1.03562
2021-10-18,14:30:00,BUY,399006.XSHE,1000,3267.85,1,1.03562
2021-10-21,14:30:00,SELL,399006.XSHE,1000,3270.16,1.00071,1.03636
2021-10-22,14:30:00,BUY,399006.XSHE,1000,3287.58,1,1.03636
2021-10-26,14:30:00,SELL,399006.XSHE,1000,3327.91,1.01227,1.04908
2021-10-26,14:30:00,BUY,000016.XSHG,1000,3293.4,1,1.04908
2021-10-27,14:30:00,SELL,000016.XSHG,1000,3239.8705,0.98375,1.03203
