StrategyID:010
RunTime:14:30:00
VRDate:13
AVDate:5
Date,Time,Signal,Index,Shares,Price,CurPL,CumPL
2020-01-02,14:30:00,BUY,000300.XSHG,1000,4154.22,1,1
2020-01-03,14:30:00,SELL,000300.XSHG,1000,4153.18,0.99975,0.99975
2020-01-03,14:30:00,BUY,000905.XSHG,1000,5393.82,1,0.99975
2020-01-07,14:30:00,SELL,000905.XSHG,1000,5485.94,1.01708,1.01683
2020-01-07,14:30:00,BUY,399006.XSHE,1000,1888.85,1,1.01683
2020-01-16,14:30:00,SELL,399006.XSHE,1000,1927.36,1.02039,1.03756
2020-01-17,14:30:00,BUY,399006.XSHE,1000,1943.53,1,1.03756
2020-01-23,14:30:00,SELL,399006.XSHE,1000,1915.68,0.98567,1.02269
2020-02-05,14:30:00,BUY,399006.XSHE,1000,1922.97,1,1.02269
2020-02-14,14:30:00,SELL,399006.XSHE,1000,2056.7,1.06954,1.09381
2020-02-17,14:30:00,BUY,399006.XSHE,1000,2139.36,1,1.09381
2020-02-26,14:30:00,SELL,399006.XSHE,1000,2202.02,1.02929,1.12585
2020-03-02,14:30:00,BUY,000905.XSHG,1000,5680.78,1,1.12585
2020-03-05,14:30:00,SELL,000905.XSHG,1000,5795.4,1.02018,1.14857
2020-03-05,14:30:00,BUY,000300.XSHG,1000,4203.95,1,1.14857
2020-03-06,14:30:00,SELL,000300.XSHG,1000,4145.53,0.9861,1.1326
2020-03-06,14:30:00,BUY,000905.XSHG,1000,5776.71,1,1.1326
2020-03-09,14:30:00,SELL,000905.XSHG,1000,5562.76,0.96296,1.09065
2020-04-02,14:30:00,BUY,000016.XSHG,1000,2705.73,1,1.09065
2020-04-09,14:30:00,SELL,000016.XSHG,1000,2757.5,1.01913,1.11151
2020-04-09,14:30:00,BUY,399006.XSHE,1000,1998.72,1,1.11151
2020-04-10,14:30:00,SELL,399006.XSHE,1000,1952.14,0.9767,1.08561
2020-04-14,14:30:00,BUY,000016.XSHG,1000,2777.47,1,1.08561
2020-04-15,14:30:00,SELL,000016.XSHG,1000,2763.31,0.9949,1.08007
2020-04-15,14:30:00,BUY,399006.XSHE,1000,1977.94,1,1.08007
2020-04-21,14:30:00,SELL,399006.XSHE,1000,2023.13,1.02285,1.10475
2020-04-22,14:30:00,BUY,399006.XSHE,1000,2036.55,1,1.10475
2020-04-23,14:30:00,SELL,399006.XSHE,1000,2033.93,0.99871,1.10332
2020-04-27,14:30:00,BUY,000016.XSHG,1000,2803.31,1,1.10332
2020-04-28,14:30:00,SELL,000016.XSHG,1000,2827.32,1.00856,1.11276
2020-04-28,14:30:00,BUY,399006.XSHE,1000,2033.46,1,1.11276
2020-05-11,14:30:00,SELL,399006.XSHE,1000,2093.0,1.02928,1.14534
2020-05-11,14:30:00,BUY,000300.XSHG,1000,3949.28,1,1.14534
2020-05-12,14:30:00,SELL,000300.XSHG,1000,3951.17,1.00048,1.14589
2020-05-13,14:30:00,BUY,399006.XSHE,1000,2142.71,1,1.14589
2020-05-19,14:30:00,SELL,399006.XSHE,1000,2142.46,0.99988,1.14575
2020-05-19,14:30:00,BUY,000905.XSHG,1000,5541.71,1,1.14575
2020-05-20,14:30:00,SELL,000905.XSHG,1000,5488.58,0.99041,1.13476
2020-06-01,14:30:00,BUY,399006.XSHE,1000,2157.22,1,1.13476
2020-06-02,14:30:00,SELL,399006.XSHE,1000,2140.47,0.99224,1.12595
2020-06-02,14:30:00,BUY,000016.XSHG,1000,2883.93,1,1.12595
2020-06-05,14:30:00,SELL,000016.XSHG,1000,2890.89,1.00241,1.12866
2020-06-05,14:30:00,BUY,399006.XSHE,1000,2164.68,1,1.12866
2020-06-08,14:30:00,SELL,399006.XSHE,1000,2152.67,0.99445,1.1224
2020-06-08,14:30:00,BUY,000300.XSHG,1000,4024.14,1,1.1224
2020-06-09,14:30:00,SELL,000300.XSHG,1000,4040.83,1.00415,1.12706
2020-06-09,14:30:00,BUY,399006.XSHE,1000,2177.35,1,1.12706
2020-06-29,14:30:00,SELL,399006.XSHE,1000,2365.98,1.08663,1.2247
2020-06-30,14:30:00,BUY,399006.XSHE,1000,2426.46,1,1.2247
2020-07-03,14:30:00,SELL,399006.XSHE,1000,2463.02,1.01507,1.24316
2020-07-03,14:30:00,BUY,000300.XSHG,1000,4399.08,1,1.24316
2020-07-06,14:30:00,SELL,000300.XSHG,1000,4647.12,1.05638,1.31325
2020-07-06,14:30:00,BUY,000016.XSHG,1000,3359.8,1,1.31325
2020-07-09,14:30:00,SELL,000016.XSHG,1000,3421.29,1.0183,1.33728
2020-07-09,14:30:00,BUY,399006.XSHE,1000,2733.06,1,1.33728
2020-07-16,14:30:00,SELL,399006.XSHE,1000,2683.58,0.9819,1.31308
2020-07-21,14:30:00,BUY,399006.XSHE,1000,2737.0,1,1.31308
2020-07-24,14:30:00,SELL,399006.XSHE,1000,2649.48,0.96802,1.27109
