Date,PositionIndex,MarketValue
2021-01-04,399006.XSHE,0.9982390369510369
2021-01-05,399006.XSHE,1.0046829293604105
2021-01-06,399006.XSHE,1.0102317466288748
2021-01-07,399006.XSHE,1.0255745020333773
2021-01-08,399006.XSHE,1.0218061059691135
2021-01-11,000300.XSHG,1.003955841978164
2021-01-12,000016.XSHG,1.03397901093129
2021-01-13,000016.XSHG,1.0252727833526365
2021-01-14,EMPTY,1.0069973819531157
2021-01-15,000016.XSHG,1.0026040156051017
2021-01-18,000016.XSHG,1.0108681661712704
2021-01-19,EMPTY,0.9992794478844885
2021-01-20,399006.XSHE,1.0008033252319288
2021-01-21,399006.XSHE,1.025407074454228
2021-01-22,399006.XSHE,1.048677430997517
2021-01-25,399006.XSHE,1.0477406211527793
2021-01-26,399006.XSHE,1.0174879085667108
2021-01-27,EMPTY,1.021288233836864
2021-01-28,EMPTY,1.021288233836864
2021-01-29,EMPTY,1.021288233836864
2021-02-01,EMPTY,1.021288233836864
2021-02-02,EMPTY,1.021288233836864
2021-02-03,EMPTY,1.021288233836864
2021-02-04,EMPTY,1.021288233836864
2021-02-05,000016.XSHG,1.018131069767957
2021-02-08,000016.XSHG,1.0313058014408942
2021-02-09,399006.XSHE,1.044737998566635
2021-02-10,000016.XSHG,1.0729001589555702
2021-02-18,000016.XSHG,1.069115673979969
2021-02-19,000905.XSHG,1.0707614707482715
2021-02-22,000905.XSHG,1.063346702975095
2021-02-23,000905.XSHG,1.059220820778172
2021-02-24,EMPTY,1.042151840074991
2021-02-25,EMPTY,1.042151840074991
2021-02-26,EMPTY,1.042151840074991
2021-03-01,EMPTY,1.042151840074991
2021-03-02,EMPTY,1.042151840074991
2021-03-03,EMPTY,1.042151840074991
2021-03-04,EMPTY,1.042151840074991
2021-03-05,EMPTY,1.042151840074991
2021-03-08,EMPTY,1.042151840074991
2021-03-09,EMPTY,1.042151840074991
2021-03-10,EMPTY,1.042151840074991
2021-03-11,EMPTY,1.042151840074991
2021-03-12,EMPTY,1.042151840074991
2021-03-15,EMPTY,1.042151840074991
2021-03-16,000016.XSHG,1.0456585189455252
2021-03-17,399006.XSHE,1.0430682845558494
2021-03-18,000905.XSHG,1.0598745009600374
2021-03-19,EMPTY,1.0461890771025124
2021-03-22,000905.XSHG,1.0466521762354697
2021-03-23,EMPTY,1.0303872715621805
2021-03-24,EMPTY,1.0303872715621805
2021-03-25,EMPTY,1.0303872715621805
2021-03-26,EMPTY,1.0303872715621805
2021-03-29,399006.XSHE,1.0298636682545705
2021-03-30,399006.XSHE,1.043936919745445
2021-03-31,399006.XSHE,1.0391077151385655
2021-04-01,399006.XSHE,1.060545315308417
2021-04-02,399006.XSHE,1.0744151525646803
2021-04-06,399006.XSHE,1.0666439754164807
2021-04-07,EMPTY,1.0563188195448303
2021-04-08,399006.XSHE,1.056139495614468
2021-04-09,EMPTY,1.0402805355230516
2021-04-12,EMPTY,1.0402805355230516
2021-04-13,EMPTY,1.0402805355230516
2021-04-14,EMPTY,1.0402805355230516
2021-04-15,EMPTY,1.0402805355230516
2021-04-16,EMPTY,1.0402805355230516
2021-04-19,399006.XSHE,1.041354678505921
2021-04-20,399006.XSHE,1.0404134562266174
2021-04-21,399006.XSHE,1.0479073099465683
2021-04-22,399006.XSHE,1.0559615860923643
2021-04-23,399006.XSHE,1.0757559935693202
2021-04-26,399006.XSHE,1.0667425328869824
2021-04-27,399006.XSHE,1.0727167796445465
2021-04-28,399006.XSHE,1.0959060537396008
2021-04-29,399006.XSHE,1.0962078196612097
2021-04-30,399006.XSHE,1.1105704405492078
2021-05-06,EMPTY,1.0853658011919805
2021-05-07,EMPTY,1.0853658011919805
2021-05-10,EMPTY,1.0853658011919805
2021-05-11,EMPTY,1.0853658011919805
2021-05-12,000905.XSHG,1.0866607063418507
2021-05-13,EMPTY,1.0727638376715933
2021-05-14,000016.XSHG,1.0754162757317702
2021-05-17,399006.XSHE,1.0861410441940358
2021-05-18,399006.XSHE,1.0782481554787338
