,ts_code,trade_date,close,open,high,low,vol,amount
0,600398.SH,20191129,7.68,7.76,7.79,7.52,29232181.0,224197545.0
1,600398.SH,20191122,7.75,7.77,7.89,7.7,23064407.0,180007605.0
2,600398.SH,20191115,7.74,7.93,7.93,7.65,26880695.0,208562844.0
3,600398.SH,20191108,7.92,7.93,8.0,7.75,44373795.0,349750578.0
4,600398.SH,20191101,7.9,7.8,7.95,7.42,69152682.0,533732496.0
5,600398.SH,20191025,7.79,7.89,8.0,7.74,26922359.0,211801008.0
6,600398.SH,20191018,7.88,8.21,8.23,7.8,44571763.0,358764408.0
7,600398.SH,20191011,8.16,8.12,8.23,8.08,19595938.0,159892586.0
8,600398.SH,20190930,8.12,8.16,8.2,8.1,4050250.0,32990640.0
9,600398.SH,20190927,8.16,8.54,8.55,8.08,48279201.0,397244124.0
10,600398.SH,20190920,8.53,8.45,8.74,8.4,70234465.0,601673021.0
11,600398.SH,20190912,8.43,8.41,8.47,8.37,42117790.0,354541079.0
12,600398.SH,20190906,8.37,8.44,8.47,8.26,61057449.0,510341888.0
13,600398.SH,20190830,8.41,8.45,8.57,8.36,37490627.0,317260817.0
14,600398.SH,20190823,8.6,8.54,8.61,8.4,41300438.0,352021390.0
15,600398.SH,20190816,8.49,8.4,8.58,8.32,25681507.0,217003754.0
16,600398.SH,20190809,8.41,8.83,9.05,8.38,35171128.0,306399660.0
17,600398.SH,20190802,8.83,8.83,9.05,8.73,45159071.0,403357963.0
18,600398.SH,20190726,8.8,8.24,9.03,8.02,75798170.0,658200479.0
19,600398.SH,20190719,8.2,8.53,8.55,8.17,35398807.0,296739382.0
20,600398.SH,20190712,8.49,8.94,8.94,8.45,32042736.0,274476394.0
21,600398.SH,20190705,8.95,9.17,9.27,8.88,36968140.0,333565840.0
22,600398.SH,20190628,9.07,8.95,9.09,8.76,32967150.0,294733664.0
23,600398.SH,20190621,8.98,8.75,9.02,8.5,36608411.0,324485180.0
24,600398.SH,20190614,8.73,8.62,8.97,8.59,41973403.0,368675416.0
25,600398.SH,20190606,8.54,8.72,8.9,8.52,34008492.0,297487968.0
26,600398.SH,20190531,8.7,8.45,8.86,8.33,48430272.0,419564055.0
27,600398.SH,20190524,8.44,8.86,9.03,8.42,52240179.0,458382498.0
28,600398.SH,20190517,8.87,9.12,9.13,8.58,71083373.0,636659352.0
29,600398.SH,20190510,9.24,8.96,9.39,8.5,91527189.0,828034919.0
30,600398.SH,20190430,9.07,8.72,9.07,8.65,27192025.0,242374960.0
31,600398.SH,20190426,8.69,9.44,9.46,8.69,77162629.0,694439246.0
32,600398.SH,20190419,9.41,9.7,9.85,9.36,77765763.0,740445001.0
33,600398.SH,20190412,9.62,10.15,10.22,9.58,84521401.0,835894169.0
34,600398.SH,20190404,10.1,9.72,10.16,9.71,82348682.0,822434578.0
35,600398.SH,20190329,9.77,9.71,9.85,9.4,49528720.0,476471174.0
36,600398.SH,20190322,9.82,9.67,10.14,9.62,50586689.0,498661178.0
37,600398.SH,20190315,9.61,9.5,10.06,9.28,62828657.0,607897741.0
38,600398.SH,20190308,9.63,10.0,10.38,9.38,71996560.0,724754790.0
39,600398.SH,20190301,9.92,9.28,10.15,9.28,85536280.0,833203540.0
40,600398.SH,20190222,9.25,9.41,9.61,9.1,46415993.0,434772889.0
41,600398.SH,20190215,9.37,8.93,9.57,8.89,48155365.0,447755774.0
42,600398.SH,20190201,8.91,8.96,9.06,8.69,29093180.0,259405921.0
43,600398.SH,20190125,8.94,8.73,9.04,8.73,35078863.0,312288434.0
44,600398.SH,20190118,8.72,8.34,8.86,8.32,51636698.0,447930920.0
45,600398.SH,20190111,8.32,8.26,8.55,8.16,31208143.0,260394253.0
46,600398.SH,20190104,8.21,8.49,8.49,7.95,25565094.0,208966613.0
