,ts_code,trade_date,close,open,high,low,vol,amount
0,002138.SZ,20191129,23.52,23.7,24.09,22.03,119764647.0,2761419739.63
1,002138.SZ,20191122,23.59,23.89,24.79,22.53,117230971.0,2752197563.24
2,002138.SZ,20191115,23.84,23.23,24.54,22.79,133710468.0,3172509532.7
3,002138.SZ,20191108,22.94,21.2,23.3,21.09,98473138.0,2178127293.82
4,002138.SZ,20191101,21.18,20.18,21.68,19.95,79587601.0,1681165052.23
5,002138.SZ,20191025,20.28,20.07,21.34,19.17,87971750.0,1783533248.34
6,002138.SZ,20191018,20.18,22.0,22.89,19.99,90238355.0,1935539978.76
7,002138.SZ,20191011,21.7,21.74,22.08,20.36,77986671.0,1662147313.23
8,002138.SZ,20190930,21.71,22.25,22.46,21.2,14062219.0,307297910.89
9,002138.SZ,20190927,22.28,23.8,25.05,21.38,157688743.0,3694494229.62
10,002138.SZ,20190920,23.64,24.38,24.78,22.85,123168786.0,2949020950.26
11,002138.SZ,20190912,24.23,23.38,25.77,23.28,105028464.0,2588874567.59
12,002138.SZ,20190906,23.2,20.7,23.76,20.31,132700097.0,2961644607.39
13,002138.SZ,20190830,20.85,22.65,23.75,20.73,122698276.0,2761823674.19
14,002138.SZ,20190823,23.15,24.38,24.77,22.64,132876865.0,3146747894.81
15,002138.SZ,20190816,23.47,20.65,24.58,20.57,174209685.0,3996727628.25
16,002138.SZ,20190809,20.74,21.75,22.08,20.52,95197276.0,2024613804.17
17,002138.SZ,20190802,21.95,21.04,22.58,20.72,87230654.0,1885488686.86
18,002138.SZ,20190726,21.08,18.94,21.55,18.01,108789190.0,2143801983.35
19,002138.SZ,20190719,18.7,18.63,19.15,18.01,50733344.0,950507210.09
20,002138.SZ,20190712,18.62,18.48,19.12,17.94,40680057.0,754174392.77
21,002138.SZ,20190705,18.47,19.11,19.14,18.18,65431894.0,1221388887.56
22,002138.SZ,20190628,17.58,17.0,17.92,16.0,77046266.0,1311484492.37
23,002138.SZ,20190621,17.0,15.9,17.4,15.5,49908273.0,829835657.16
24,002138.SZ,20190614,15.89,14.89,16.56,14.82,57253456.0,910957741.58
25,002138.SZ,20190606,14.89,15.18,15.81,14.8,56858330.0,870634488.96
26,002138.SZ,20190531,15.18,15.52,15.9,14.92,86597695.0,1337739642.94
27,002138.SZ,20190524,15.69,17.39,17.45,15.51,77238168.0,1262514963.53
28,002138.SZ,20190517,17.46,18.88,18.97,16.68,77579938.0,1384550081.53
29,002138.SZ,20190510,19.13,18.4,19.2,17.73,79976362.0,1477758381.66
30,002138.SZ,20190430,19.7,20.3,20.39,19.1,27842727.0,546297345.46
31,002138.SZ,20190426,20.11,19.57,21.0,19.03,83781220.0,1688831968.92
32,002138.SZ,20190419,19.82,18.58,20.25,18.02,100936039.0,1962070178.77
33,002138.SZ,20190412,18.3,18.85,19.15,18.21,63255435.0,1183492618.54
34,002138.SZ,20190404,18.68,19.2,19.59,18.36,78976186.0,1494973976.39
35,002138.SZ,20190329,18.91,16.8,19.01,16.62,100822226.0,1795255555.15
36,002138.SZ,20190322,16.97,16.75,17.59,16.49,53980137.0,923797379.95
37,002138.SZ,20190315,16.69,17.54,18.29,16.38,76696661.0,1340124374.9
38,002138.SZ,20190308,17.56,18.47,18.5,17.4,92007937.0,1641026174.29
39,002138.SZ,20190301,17.97,18.11,19.05,17.51,71838180.0,1307281269.53
40,002138.SZ,20190222,17.62,16.73,17.62,16.47,45748155.0,776444185.89
41,002138.SZ,20190215,16.6,15.7,17.05,15.64,36718312.0,604573908.41
42,002138.SZ,20190201,15.64,15.59,15.65,15.0,22850434.0,351195931.65
43,002138.SZ,20190125,15.33,14.74,15.65,14.63,34653838.0,521778262.46
44,002138.SZ,20190118,14.67,14.57,14.85,14.25,23225192.0,338681086.95
45,002138.SZ,20190111,14.6,14.19,14.82,14.07,28033596.0,406201078.43
46,002138.SZ,20190104,14.06,13.97,14.28,13.45,13263777.0,185400093.82
