,ts_code,trade_date,close,open,high,low,vol,amount
0,300059.SZ,20191129,13.85,13.96,14.02,13.67,405492084.0,5607570443.53
1,300059.SZ,20191122,14.02,13.96,14.45,13.91,515448449.0,7313888257.28
2,300059.SZ,20191115,13.95,14.9,14.94,13.93,621396583.0,8982022480.26
3,300059.SZ,20191108,15.07,15.22,15.58,14.96,685388241.0,10458774967.75
4,300059.SZ,20191101,15.16,15.54,16.06,14.81,979179468.0,15059064997.64
5,300059.SZ,20191025,15.08,14.86,15.12,14.58,593832655.0,8820253388.36
6,300059.SZ,20191018,14.82,15.51,15.87,14.8,856669995.0,13236270953.9
7,300059.SZ,20191011,15.31,14.84,15.52,14.51,607819748.0,9126395022.04
8,300059.SZ,20190930,14.78,15.18,15.25,14.73,115733038.0,1737727699.98
9,300059.SZ,20190927,15.22,15.5,15.79,14.93,859975761.0,13202484048.98
10,300059.SZ,20190920,15.64,16.6,16.62,15.44,926330708.0,14683969322.74
11,300059.SZ,20190912,16.55,16.66,16.84,16.14,1129528190.0,18605518207.78
12,300059.SZ,20190906,16.3,14.46,16.98,14.45,1700075164.0,26675204501.31
13,300059.SZ,20190830,14.47,14.4,15.25,14.26,981591002.0,14417089149.56
14,300059.SZ,20190823,14.76,14.05,15.41,13.97,1418712491.0,21082161081.06
15,300059.SZ,20190816,13.82,13.22,14.09,13.08,901035616.0,12242996399.96
16,300059.SZ,20190809,13.09,13.9,14.08,12.91,914491256.0,12244539052.17
17,300059.SZ,20190802,14.08,14.29,14.78,13.84,948960409.0,13570434926.32
18,300059.SZ,20190726,14.37,14.84,14.93,14.11,949332908.0,13675079266.75
19,300059.SZ,20190719,14.79,13.21,14.96,13.1,1360215404.0,19324993966.58
20,300059.SZ,20190712,13.15,13.51,13.62,12.86,582632623.0,7620449948.02
21,300059.SZ,20190705,13.65,14.07,14.18,13.45,763260235.0,10534765781.59
22,300059.SZ,20190628,13.55,14.08,14.11,13.35,843189288.0,11556434352.18
23,300059.SZ,20190621,14.05,12.53,14.26,12.38,1278665302.0,17142428363.98
24,300059.SZ,20190614,12.51,12.3,13.18,11.9,926767892.0,11813446129.83
25,300059.SZ,20190606,12.27,12.81,12.95,12.23,483853885.0,6098717347.64
26,300059.SZ,20190531,12.65,12.62,13.22,12.53,849345440.0,10944354038.13
27,300059.SZ,20190524,12.53,14.79,15.57,12.35,717768861.0,9843916875.39
28,300059.SZ,20190517,14.83,15.7,15.84,14.63,808086022.0,12517776194.99
29,300059.SZ,20190510,16.04,15.05,16.15,14.53,1154821253.0,17573151729.62
30,300059.SZ,20190430,16.39,17.88,17.99,16.25,476302456.0,8043331389.91
31,300059.SZ,20190426,18.19,19.45,19.57,18.03,822064380.0,15425224181.13
32,300059.SZ,20190419,19.25,19.61,19.71,18.27,838595930.0,15918965631.0
33,300059.SZ,20190412,19.16,20.8,20.82,18.79,1165372414.0,22765035384.82
34,300059.SZ,20190404,20.55,19.46,21.52,19.2,1493433863.0,30604177840.41
35,300059.SZ,20190329,19.38,19.3,19.5,18.01,1303291231.0,24371462684.95
36,300059.SZ,20190322,19.85,19.18,20.92,18.66,1340598591.0,26656468110.93
37,300059.SZ,20190315,19.25,19.42,21.11,18.91,1550973714.0,30749972532.21
38,300059.SZ,20190308,19.3,21.35,22.88,19.25,2518536789.0,53140791658.62
39,300059.SZ,20190301,20.9,18.55,21.38,18.0,2748251416.0,53813385793.24
40,300059.SZ,20190222,16.86,13.68,16.86,13.67,1457547646.0,22086627171.51
41,300059.SZ,20190215,13.56,13.29,14.17,13.2,719194081.0,9831025439.28
42,300059.SZ,20190201,13.28,13.1,13.32,12.46,532356533.0,6856986128.02
43,300059.SZ,20190125,12.93,12.91,13.15,12.68,391288251.0,5056733473.69
44,300059.SZ,20190118,12.88,12.74,13.06,12.48,427270157.0,5463179513.05
45,300059.SZ,20190111,12.66,12.7,13.13,12.49,505837656.0,6462422672.45
46,300059.SZ,20190104,12.79,12.1,12.98,11.8,384858592.0,4725604463.68
