,ts_code,trade_date,close,open,high,low,vol,amount
0,600887.SH,20191129,29.09,29.05,29.74,28.7,172185110.0,5040958484.0
1,600887.SH,20191122,29.01,28.85,29.88,28.66,196932335.0,5778498376.0
2,600887.SH,20191115,28.95,29.23,29.5,28.82,176002626.0,5124136601.0
3,600887.SH,20191108,29.47,29.5,30.06,29.25,262426073.0,7783309558.0
4,600887.SH,20191101,29.44,27.36,29.74,27.03,406360363.0,11603153461.0
5,600887.SH,20191025,27.37,28.25,28.25,27.0,175274962.0,4834150074.0
6,600887.SH,20191018,28.01,28.48,28.88,27.95,179481384.0,5100875417.0
7,600887.SH,20191011,28.3,28.45,28.77,27.94,143236100.0,4054990957.0
8,600887.SH,20190930,28.52,28.25,28.83,28.2,39125431.0,1121415138.0
9,600887.SH,20190927,28.29,28.85,28.87,27.78,208059379.0,5863246224.0
10,600887.SH,20190920,28.89,29.75,29.81,28.64,233031365.0,6771417038.0
11,600887.SH,20190912,29.75,30.0,30.38,29.51,279565488.0,8343651265.0
12,600887.SH,20190906,29.13,28.58,29.32,28.08,315062081.0,9049637024.0
13,600887.SH,20190830,28.65,28.15,29.65,28.01,333286315.0,9575458105.0
14,600887.SH,20190823,28.6,28.8,29.34,27.83,271463681.0,7755318150.0
15,600887.SH,20190816,28.7,27.78,28.98,27.42,269867340.0,7613441516.0
16,600887.SH,20190809,27.4,30.75,31.1,26.88,601827795.0,16959254989.0
17,600887.SH,20190802,31.14,32.3,32.44,30.51,235334696.0,7408873098.0
18,600887.SH,20190726,32.34,32.26,32.68,31.85,170894633.0,5509369678.0
19,600887.SH,20190719,32.25,33.8,33.89,31.9,236383532.0,7733628880.0
20,600887.SH,20190712,33.83,33.35,34.2,32.47,217827051.0,7283059428.0
21,600887.SH,20190705,33.47,34.0,34.66,33.09,225076978.0,7620292852.0
22,600887.SH,20190628,33.41,32.37,33.47,31.93,221270496.0,7221278569.0
23,600887.SH,20190621,32.32,31.9,33.5,31.21,245938793.0,7938000016.0
24,600887.SH,20190614,31.78,30.25,32.55,29.9,273547314.0,8630454052.0
25,600887.SH,20190606,30.0,30.08,30.78,29.9,165016532.0,4998667792.0
26,600887.SH,20190531,30.01,29.91,30.48,29.28,216775918.0,6508245218.0
27,600887.SH,20190524,29.9,30.33,30.59,29.58,202423309.0,6096064126.0
28,600887.SH,20190517,30.41,29.75,31.65,29.68,330210104.0,10145772646.0
29,600887.SH,20190510,30.26,30.49,31.26,29.01,395269625.0,11908004485.0
30,600887.SH,20190430,31.0,30.42,31.62,29.89,123038937.0,3811136512.0
31,600887.SH,20190426,30.0,31.36,32.1,30.0,288533216.0,8914193620.0
32,600887.SH,20190419,31.14,30.67,31.35,29.51,232424327.0,7117636758.0
33,600887.SH,20190412,30.0,29.3,32.19,28.36,450812489.0,13790311802.0
34,600887.SH,20190404,29.78,29.48,30.35,29.04,253110668.0,7478541968.0
35,600887.SH,20190329,29.11,27.45,29.43,27.15,297680210.0,8392546733.0
36,600887.SH,20190322,27.92,26.79,28.75,26.7,344444608.0,9630447423.0
37,600887.SH,20190315,26.59,26.23,27.37,26.13,305346316.0,8141421990.0
38,600887.SH,20190308,26.35,28.19,28.42,26.1,347313588.0,9465072706.0
39,600887.SH,20190301,27.81,25.6,27.91,25.23,388354219.0,10399097145.0
40,600887.SH,20190222,25.5,25.8,26.12,25.13,217902894.0,5570846400.0
41,600887.SH,20190215,25.42,24.3,26.05,24.3,199258790.0,5050099330.0
42,600887.SH,20190201,24.54,24.6,24.82,23.59,140099834.0,3397005338.0
43,600887.SH,20190125,24.43,24.26,24.9,24.08,127174076.0,3116933581.0
44,600887.SH,20190118,24.45,23.39,24.58,23.01,171306015.0,4110610672.0
45,600887.SH,20190111,23.51,22.74,23.55,22.44,183704785.0,4215716360.0
46,600887.SH,20190104,22.52,23.0,23.23,22.03,87679815.0,1977168245.0
