,ts_code,trade_date,close,open,high,low,vol,amount
0,600519.SH,20191129,1129.0,1188.05,1198.6,1112.89,20961248.0,24420450661.0
1,600519.SH,20191122,1194.0,1225.12,1241.61,1185.0,12018361.0,14665533554.0
2,600519.SH,20191115,1224.9,1201.5,1240.0,1193.51,10833189.0,13177997951.0
3,600519.SH,20191108,1205.0,1190.0,1215.65,1188.88,10941020.0,13136203131.0
4,600519.SH,20191101,1185.0,1166.01,1199.96,1165.0,12026568.0,14241882187.0
5,600519.SH,20191025,1171.35,1171.86,1181.5,1143.03,11984120.0,13943308938.0
6,600519.SH,20191018,1175.79,1186.0,1215.68,1160.0,18517314.0,21865347205.0
7,600519.SH,20191011,1174.6,1153.0,1180.0,1109.02,13669679.0,15765494165.0
8,600519.SH,20190930,1150.0,1163.0,1169.43,1150.0,3082514.0,3565988675.0
9,600519.SH,20190927,1174.75,1157.0,1188.87,1131.0,13922859.0,16245434036.0
10,600519.SH,20190920,1157.42,1083.0,1160.0,1083.0,18798966.0,21245440756.0
11,600519.SH,20190912,1099.0,1145.0,1148.0,1066.0,17853428.0,19701735321.0
12,600519.SH,20190906,1142.49,1139.99,1151.02,1120.11,15042707.0,17080097652.0
13,600519.SH,20190830,1142.0,1113.0,1146.0,1083.01,22189296.0,24724770687.0
14,600519.SH,20190823,1130.1,1061.0,1133.56,1049.05,16431941.0,17783447202.0
15,600519.SH,20190816,1054.6,1010.31,1075.58,995.01,21656372.0,22267445258.0
16,600519.SH,20190809,962.03,945.0,980.95,923.8,17490528.0,16664101093.0
17,600519.SH,20190802,954.45,962.03,983.0,943.0,14385442.0,13888043528.0
18,600519.SH,20190726,965.03,960.0,971.0,938.15,17210393.0,16422368047.0
19,600519.SH,20190719,955.87,967.8,982.3,947.18,18585227.0,17900831634.0
20,600519.SH,20190712,986.09,995.05,998.38,968.35,15219158.0,14981809274.0
21,600519.SH,20190705,999.82,1004.52,1035.6,971.22,25478703.0,25533660054.0
22,600519.SH,20190628,984.0,978.3,1001.0,967.0,20573018.0,20288200358.0
23,600519.SH,20190621,976.3,907.0,984.49,902.6,22913553.0,21691777698.0
24,600519.SH,20190614,913.0,857.98,932.3,840.0,24872876.0,22310459517.0
25,600519.SH,20190606,862.13,892.0,901.35,858.0,14302293.0,12555989043.0
26,600519.SH,20190531,890.0,879.1,924.95,860.05,25562264.0,22897397751.0
27,600519.SH,20190524,878.5,900.0,910.0,856.22,22092794.0,19498699450.0
28,600519.SH,20190517,906.79,898.86,933.0,873.0,26412628.0,23966975674.0
29,600519.SH,20190510,907.12,925.5,935.0,842.5,48927245.0,43546733912.0
30,600519.SH,20190430,974.0,945.0,989.0,935.0,8851548.0,8590346040.0
31,600519.SH,20190426,945.0,959.5,990.0,940.61,21778603.0,20949016924.0
32,600519.SH,20190419,952.56,931.0,960.95,901.22,18468540.0,17269197195.0
33,600519.SH,20190412,914.0,900.0,951.9,890.12,29177082.0,26648452628.0
34,600519.SH,20190404,865.0,860.0,868.95,834.21,21299082.0,18118813024.0
35,600519.SH,20190329,853.99,786.0,866.68,764.1,26617426.0,21502113904.0
36,600519.SH,20190322,794.0,778.8,814.53,777.0,21616203.0,17194066241.0
37,600519.SH,20190315,777.3,740.04,787.5,739.0,26070188.0,19899597747.0
38,600519.SH,20190308,737.5,795.0,798.33,733.65,28860367.0,22159450354.0
39,600519.SH,20190301,789.3,730.75,790.0,717.99,32735600.0,24449640007.0
40,600519.SH,20190222,726.01,731.0,744.95,714.1,16088893.0,11725659681.0
41,600519.SH,20190215,724.78,695.0,743.66,688.18,18440535.0,13322816053.0
42,600519.SH,20190201,692.67,684.0,699.0,668.0,15636261.0,10727740168.0
43,600519.SH,20190125,679.7,690.0,698.88,663.13,18094057.0,12251181122.0
44,600519.SH,20190118,683.61,633.0,690.2,621.55,22239133.0,14647301063.0
45,600519.SH,20190111,635.88,608.0,637.0,600.28,18140864.0,11184222076.0
46,600519.SH,20190104,602.0,609.98,612.0,582.02,13094731.0,7851068642.0
