,ts_code,trade_date,close,open,high,low,vol,amount
0,000581.SZ,20191129,18.6,17.91,18.73,17.81,44536505.0,822667894.59
1,000581.SZ,20191122,17.96,17.19,18.11,17.08,55682117.0,986501860.39
2,000581.SZ,20191115,17.25,17.75,17.8,17.13,45787531.0,795648458.58
3,000581.SZ,20191108,17.88,17.59,18.53,17.49,72634372.0,1313749817.11
4,000581.SZ,20191101,17.41,16.55,17.48,16.36,43076646.0,726012654.3
5,000581.SZ,20191025,16.53,16.64,16.74,16.39,19990227.0,329956661.69
6,000581.SZ,20191018,16.71,16.82,17.07,16.71,27594461.0,465573030.4
7,000581.SZ,20191011,16.71,16.43,16.85,16.38,18128738.0,301422140.22
8,000581.SZ,20190930,16.38,16.49,16.53,16.38,3856218.0,63322078.36
9,000581.SZ,20190927,16.5,16.95,16.96,16.47,31831594.0,529389177.47
10,000581.SZ,20190920,16.95,17.41,17.53,16.81,33528357.0,571859824.98
11,000581.SZ,20190912,17.4,17.52,17.66,17.25,37620703.0,655559969.9
12,000581.SZ,20190906,17.44,16.98,17.6,16.91,29423952.0,509211313.53
13,000581.SZ,20190830,16.91,16.89,17.67,16.82,27426358.0,473342911.8
14,000581.SZ,20190823,17.15,16.95,17.48,16.93,24570626.0,423151771.47
15,000581.SZ,20190816,16.87,16.49,17.05,16.28,20526593.0,342356565.0
16,000581.SZ,20190809,16.42,17.55,17.59,16.38,26515284.0,445990980.52
17,000581.SZ,20190802,17.61,18.29,18.38,17.45,21119536.0,379875743.26
18,000581.SZ,20190726,18.29,18.59,18.59,18.16,15845292.0,290535455.91
19,000581.SZ,20190719,18.54,18.17,18.85,17.97,19972218.0,371240161.9
20,000581.SZ,20190712,18.18,18.65,18.66,18.0,16840393.0,306632937.64
21,000581.SZ,20190705,18.72,18.88,19.03,18.58,25036285.0,470350684.65
22,000581.SZ,20190628,18.56,20.35,20.38,18.51,34566446.0,670866482.06
23,000581.SZ,20190621,20.35,19.4,20.59,19.16,33948349.0,680162902.94
24,000581.SZ,20190614,19.38,19.17,19.84,19.03,23981521.0,468775054.25
25,000581.SZ,20190606,19.03,19.69,19.69,18.97,20073630.0,388295970.62
26,000581.SZ,20190531,19.66,19.13,19.95,19.06,29778587.0,583329433.17
27,000581.SZ,20190524,19.12,18.81,19.29,18.45,25880919.0,490068517.86
28,000581.SZ,20190517,18.9,19.36,19.64,18.69,44009431.0,843357323.49
29,000581.SZ,20190510,19.59,20.2,20.2,18.98,50150810.0,977220407.08
30,000581.SZ,20190430,20.55,21.0,21.0,20.31,23293419.0,478299509.13
31,000581.SZ,20190426,20.94,24.68,24.85,20.83,81040981.0,1819202596.28
32,000581.SZ,20190419,24.8,25.36,25.72,24.04,58890897.0,1465029940.92
33,000581.SZ,20190412,25.0,24.65,26.45,23.7,88295146.0,2214617812.96
34,000581.SZ,20190404,24.59,23.15,24.85,23.1,62996968.0,1507109641.55
35,000581.SZ,20190329,23.09,24.33,25.49,22.0,82171678.0,1926476027.37
36,000581.SZ,20190322,24.68,22.23,24.77,22.2,64920188.0,1533853377.34
37,000581.SZ,20190315,22.23,21.1,22.5,21.08,57183473.0,1261578102.36
38,000581.SZ,20190308,21.04,21.4,22.05,20.92,55460372.0,1198024238.84
39,000581.SZ,20190301,21.25,20.06,21.45,20.06,50480748.0,1055778343.22
40,000581.SZ,20190222,20.03,19.39,20.03,19.28,37639631.0,740996658.69
41,000581.SZ,20190215,19.32,19.27,19.75,19.17,30014495.0,585462992.62
42,000581.SZ,20190201,19.28,18.66,19.33,18.33,27490826.0,518806709.24
43,000581.SZ,20190125,18.58,18.06,18.66,18.04,26477384.0,485116869.74
44,000581.SZ,20190118,18.04,17.64,18.16,17.5,24563305.0,439323509.46
45,000581.SZ,20190111,17.56,17.76,17.99,17.31,20029852.0,353369537.79
46,000581.SZ,20190104,17.66,17.65,17.72,17.11,8829407.0,154384857.03
