,ts_code,trade_date,close,open,high,low,vol,amount
0,002304.SZ,20191129,98.19,97.51,100.45,97.14,17388466.0,1726957026.85
1,002304.SZ,20191122,97.92,96.31,100.83,96.3,23917654.0,2358745073.17
2,002304.SZ,20191115,96.9,99.1,99.14,96.03,23933516.0,2330058955.21
3,002304.SZ,20191108,99.58,100.1,103.2,99.24,37433814.0,3785764685.03
4,002304.SZ,20191101,100.03,101.8,106.75,97.94,52316549.0,5333729344.3
5,002304.SZ,20191025,101.76,102.48,103.88,100.51,19331208.0,1969049211.37
6,002304.SZ,20191018,102.0,103.3,104.65,101.75,19701734.0,2034397853.4
7,002304.SZ,20191011,102.5,104.0,105.2,100.01,19812380.0,2029503610.04
8,002304.SZ,20190930,104.0,104.3,104.79,103.5,4171578.0,433498093.5
9,002304.SZ,20190927,104.49,108.0,108.77,103.6,37295705.0,3972027281.36
10,002304.SZ,20190920,108.43,105.68,108.99,103.26,40607797.0,4296232999.78
11,002304.SZ,20190912,105.29,108.72,109.56,104.45,35402121.0,3781555080.01
12,002304.SZ,20190906,108.71,110.45,113.0,106.01,50012810.0,5422574160.79
13,002304.SZ,20190830,111.98,105.0,114.0,104.5,51339058.0,5603131730.87
14,002304.SZ,20190823,107.43,105.4,108.7,104.81,47914377.0,5127770066.84
15,002304.SZ,20190816,105.4,105.7,107.41,102.3,31266663.0,3291081909.15
16,002304.SZ,20190809,104.33,107.81,108.0,102.5,47452050.0,5030358231.88
17,002304.SZ,20190802,109.62,120.96,121.28,108.4,50428676.0,5773837734.49
18,002304.SZ,20190726,120.3,126.24,127.6,118.99,33063998.0,4036187130.87
19,002304.SZ,20190719,125.98,130.0,130.0,123.4,24151398.0,3067731880.2
20,002304.SZ,20190712,131.08,128.83,132.31,126.61,33464645.0,4331612730.72
21,002304.SZ,20190705,129.38,124.12,138.5,124.1,52810098.0,6890438090.62
22,002304.SZ,20190628,121.56,120.11,122.95,117.35,31043759.0,3744341753.2
23,002304.SZ,20190621,120.11,113.19,121.01,112.58,28841428.0,3384153867.17
24,002304.SZ,20190614,113.85,111.73,117.98,109.31,23298410.0,2677765372.13
25,002304.SZ,20190606,111.7,114.3,116.47,110.6,16245321.0,1822997523.83
26,002304.SZ,20190531,114.36,114.85,118.2,113.2,23875658.0,2764035211.55
27,002304.SZ,20190524,114.85,118.75,120.9,112.17,33056020.0,3838816396.76
28,002304.SZ,20190517,119.38,113.5,123.3,110.9,43976205.0,5208312813.89
29,002304.SZ,20190510,114.59,114.0,116.65,108.5,39813719.0,4469839459.08
30,002304.SZ,20190430,117.66,116.9,122.24,116.61,17557697.0,2090348528.79
31,002304.SZ,20190426,117.2,123.73,126.5,116.51,37359273.0,4517606619.23
32,002304.SZ,20190419,123.19,123.33,124.27,117.5,38706455.0,4684728691.38
33,002304.SZ,20190412,121.3,127.8,128.4,117.21,67931501.0,8356829825.89
34,002304.SZ,20190404,125.0,129.0,130.39,122.35,54639690.0,6866175932.66
35,002304.SZ,20190329,130.42,116.74,130.57,112.51,51952951.0,6271965565.11
36,002304.SZ,20190322,118.92,113.11,121.75,113.11,43786465.0,5164425626.83
37,002304.SZ,20190315,112.33,112.0,114.88,109.0,41455783.0,4652499270.62
38,002304.SZ,20190308,111.26,117.51,124.4,110.39,40104003.0,4686358236.12
39,002304.SZ,20190301,115.4,106.39,115.89,105.44,43965953.0,4867326833.29
40,002304.SZ,20190222,106.32,106.92,111.2,104.12,30363181.0,3269587134.98
41,002304.SZ,20190215,105.81,99.01,109.45,97.65,48302806.0,5047154170.07
42,002304.SZ,20190201,99.0,100.0,102.46,93.55,37169587.0,3616324868.11
43,002304.SZ,20190125,98.66,100.08,103.5,97.45,18321146.0,1828142075.25
44,002304.SZ,20190118,100.0,93.58,100.7,91.88,25185078.0,2433386269.13
45,002304.SZ,20190111,94.0,91.31,95.18,89.35,28879074.0,2652618026.57
46,002304.SZ,20190104,90.36,95.55,96.66,87.6,16601231.0,1505573464.38
