,ts_code,trade_date,close,open,high,low,vol,amount
0,300327.SZ,20191129,23.48,24.5,24.59,22.35,25945184.0,608508872.06
1,300327.SZ,20191122,24.54,25.14,25.71,24.45,30013921.0,757064654.12
2,300327.SZ,20191115,25.0,24.35,25.64,23.45,33199662.0,814893105.63
3,300327.SZ,20191108,24.62,24.6,25.08,23.92,29411961.0,722732450.22
4,300327.SZ,20191101,24.55,24.04,24.77,23.22,34465929.0,833240908.29
5,300327.SZ,20191025,23.92,24.67,24.84,23.26,31031596.0,743879113.53
6,300327.SZ,20191018,24.57,26.7,26.84,24.47,32493447.0,831980108.81
7,300327.SZ,20191011,26.72,26.97,27.38,26.3,15045360.0,404474872.49
8,300327.SZ,20190930,26.78,27.12,27.81,26.78,3609918.0,98212260.33
9,300327.SZ,20190927,27.35,29.28,30.49,26.59,35785313.0,1025013544.4
10,300327.SZ,20190920,29.41,29.25,29.65,27.39,33147197.0,949110229.49
11,300327.SZ,20190912,28.9,29.6,30.9,28.32,36681611.0,1075256704.94
12,300327.SZ,20190906,29.4,27.78,31.03,27.51,53404850.0,1591111257.31
13,300327.SZ,20190830,27.36,26.19,29.93,25.88,37186724.0,1033176689.98
14,300327.SZ,20190823,26.55,25.34,27.38,24.95,30715604.0,805200456.42
15,300327.SZ,20190816,24.97,23.65,25.35,23.43,26177993.0,644325092.71
16,300327.SZ,20190809,23.55,23.9,24.18,22.23,22122774.0,516321039.55
17,300327.SZ,20190802,24.01,24.75,24.75,23.45,19828135.0,476744991.09
18,300327.SZ,20190726,24.36,23.5,24.97,22.1,37444745.0,894672242.78
19,300327.SZ,20190719,23.8,21.92,23.85,21.92,35350176.0,818390742.53
20,300327.SZ,20190712,22.12,21.8,22.93,21.08,28861178.0,635962758.29
21,300327.SZ,20190705,21.92,21.47,22.18,20.97,22709853.0,490000845.08
22,300327.SZ,20190628,20.9,21.75,21.75,20.62,21690833.0,459082709.63
23,300327.SZ,20190621,24.45,21.98,24.76,21.33,34680614.0,816934718.64
24,300327.SZ,20190614,21.83,21.9,22.93,21.6,12231535.0,272906387.16
25,300327.SZ,20190606,21.76,22.96,23.13,21.64,9866761.0,220945113.61
26,300327.SZ,20190531,22.94,21.98,23.6,21.47,17619339.0,403437518.88
27,300327.SZ,20190524,21.92,21.79,23.89,21.52,23164484.0,520371557.66
28,300327.SZ,20190517,21.48,21.89,22.2,20.91,13954922.0,298836193.4
29,300327.SZ,20190510,22.23,22.23,22.3,20.3,17321816.0,370768459.73
30,300327.SZ,20190430,22.8,23.13,23.3,22.51,3776573.0,86163997.94
31,300327.SZ,20190426,23.14,24.96,25.0,23.1,14198007.0,341673090.31
32,300327.SZ,20190419,24.85,25.02,25.45,24.25,13330313.0,331225888.04
33,300327.SZ,20190412,24.68,26.18,26.18,24.51,20737271.0,520365274.28
34,300327.SZ,20190404,25.95,24.97,27.38,24.97,28632749.0,751103919.79
35,300327.SZ,20190329,24.91,25.3,26.37,23.62,25218446.0,630457555.95
36,300327.SZ,20190322,25.82,25.58,26.1,24.55,25352399.0,644334139.78
37,300327.SZ,20190315,25.36,25.56,26.95,24.04,40613763.0,1041498331.89
38,300327.SZ,20190308,25.03,23.47,26.58,23.12,55321037.0,1377144427.12
39,300327.SZ,20190301,23.01,23.69,24.52,22.68,31838484.0,748223149.35
40,300327.SZ,20190222,23.39,23.43,23.97,22.46,33034715.0,766955686.23
41,300327.SZ,20190215,23.08,20.8,24.3,20.5,43592201.0,995771099.08
42,300327.SZ,20190201,20.75,20.83,20.83,19.6,13708886.0,277653165.6
43,300327.SZ,20190125,20.64,19.07,20.94,19.01,17348271.0,347406811.38
44,300327.SZ,20190118,19.06,18.8,19.29,18.63,8213469.0,155931951.4
45,300327.SZ,20190111,18.71,18.39,19.1,18.3,8354370.0,156289924.58
46,300327.SZ,20190104,18.3,18.25,18.46,17.6,3991797.0,72303253.91
