,ts_code,trade_date,close,open,high,low,vol,amount
0,000333.SZ,20191129,54.3,55.73,57.35,53.68,111559212.0,6172941877.02
1,000333.SZ,20191122,55.73,56.55,58.01,55.46,97820295.0,5551519023.03
2,000333.SZ,20191115,56.55,58.65,58.71,55.61,137800933.0,7820338056.96
3,000333.SZ,20191108,59.62,59.55,60.8,58.71,150552189.0,8973211130.5
4,000333.SZ,20191101,58.89,54.0,59.5,53.06,195665689.0,10933784621.31
5,000333.SZ,20191025,53.8,52.7,54.16,52.7,82124197.0,4405229858.43
6,000333.SZ,20191018,52.65,53.33,54.2,52.45,100424563.0,5375013627.04
7,000333.SZ,20191011,52.92,51.4,53.05,51.25,100034982.0,5231411114.84
8,000333.SZ,20190930,51.1,51.1,51.78,50.91,16370844.0,840760127.09
9,000333.SZ,20190927,51.32,52.64,52.64,50.5,115226039.0,5928284838.3
10,000333.SZ,20190920,52.7,54.4,54.41,52.1,114923901.0,6090945781.02
11,000333.SZ,20190912,54.1,54.69,54.89,53.15,93568691.0,5044066612.04
12,000333.SZ,20190906,54.21,53.7,54.99,53.47,169149072.0,9181395322.94
13,000333.SZ,20190830,52.78,51.19,53.4,50.63,124890968.0,6487333535.83
14,000333.SZ,20190823,52.25,50.8,52.65,50.55,99993334.0,5169019902.33
15,000333.SZ,20190816,50.32,51.0,51.68,48.61,115295905.0,5801200512.0
16,000333.SZ,20190809,51.22,51.63,52.65,49.32,105665677.0,5423408830.42
17,000333.SZ,20190802,52.75,53.64,55.66,51.05,135748126.0,7320790965.03
18,000333.SZ,20190726,53.43,52.7,53.9,52.0,80986662.0,4309857531.86
19,000333.SZ,20190719,52.59,54.51,55.3,52.02,111657539.0,5957005421.07
20,000333.SZ,20190712,54.78,54.72,55.27,53.36,114853002.0,6243857570.68
21,000333.SZ,20190705,55.27,52.97,55.5,52.76,217876347.0,11854793760.62
22,000333.SZ,20190628,51.86,51.83,52.62,51.0,142478770.0,7379070451.73
23,000333.SZ,20190621,52.11,50.87,53.95,50.39,158767474.0,8318848225.89
24,000333.SZ,20190614,50.57,49.56,51.9,49.34,116846657.0,5935844217.93
25,000333.SZ,20190606,49.12,49.79,50.99,48.87,80699284.0,4024735162.67
26,000333.SZ,20190531,49.6,49.82,51.22,48.5,141759823.0,7066176360.44
27,000333.SZ,20190524,49.82,51.51,53.22,49.01,152425078.0,7781369296.29
28,000333.SZ,20190510,50.75,49.9,51.49,49.0,138108720.0,6972216416.69
29,000333.SZ,20190430,52.4,49.37,53.5,49.36,90744239.0,4704184982.8
30,000333.SZ,20190426,49.37,54.99,54.99,49.26,178045108.0,9225869619.71
31,000333.SZ,20190419,55.08,52.05,55.75,50.65,171205519.0,9062897481.75
32,000333.SZ,20190412,51.29,53.65,56.35,50.47,231997797.0,12428026682.8
33,000333.SZ,20190404,53.65,49.3,53.98,49.25,244742288.0,12787834372.43
34,000333.SZ,20190329,48.73,47.68,48.88,45.91,142062350.0,6754075167.98
35,000333.SZ,20190322,48.6,47.5,49.77,47.3,158916851.0,7743081476.3
36,000333.SZ,20190315,47.93,45.85,48.58,45.53,206763799.0,9686841805.34
37,000333.SZ,20190308,45.8,49.11,50.2,45.7,214304585.0,10343806081.53
38,000333.SZ,20190301,48.57,47.5,49.39,46.69,214938867.0,10285155613.4
39,000333.SZ,20190222,45.61,45.8,47.42,44.35,140970842.0,6471716914.17
40,000333.SZ,20190215,45.27,43.96,47.31,43.9,167066437.0,7703496125.38
41,000333.SZ,20190201,44.26,42.18,44.5,41.46,170551419.0,7316671411.08
42,000333.SZ,20190125,41.9,42.2,42.8,40.7,121818220.0,5080508205.03
43,000333.SZ,20190118,42.08,39.91,42.1,39.32,151975333.0,6227142207.76
44,000333.SZ,20190111,39.84,37.66,39.95,36.66,184764813.0,7132862572.28
45,000333.SZ,20190104,36.99,37.2,37.38,35.8,62897586.0,2298350614.72
