,ts_code,trade_date,close,open,high,low,vol,amount
0,600340.SH,20191129,27.93,28.1,29.05,27.8,42109513.0,1201510683.0
1,600340.SH,20191122,28.0,27.48,28.84,27.31,26820993.0,756733101.0
2,600340.SH,20191115,27.45,28.63,28.63,27.45,36213725.0,1014536521.0
3,600340.SH,20191108,28.77,29.09,29.49,28.55,52129947.0,1507040941.0
4,600340.SH,20191101,28.93,29.8,29.8,28.27,50734141.0,1468555588.0
5,600340.SH,20191025,29.9,28.03,30.66,28.03,65192445.0,1906831154.0
6,600340.SH,20191018,28.03,28.32,29.3,27.88,47463770.0,1357844136.0
7,600340.SH,20191011,28.14,27.2,28.3,27.07,44059343.0,1228163101.0
8,600340.SH,20190930,26.97,27.01,27.3,26.96,6127542.0,166074092.0
9,600340.SH,20190927,27.3,27.67,27.96,26.7,37685215.0,1025548948.0
10,600340.SH,20190920,27.8,28.39,28.4,27.14,46231266.0,1280154386.0
11,600340.SH,20190912,28.16,27.7,28.28,27.46,44647974.0,1242657085.0
12,600340.SH,20190906,27.42,26.51,27.52,26.26,67977320.0,1824105186.0
13,600340.SH,20190830,26.68,26.88,27.61,26.35,57297590.0,1545081976.0
14,600340.SH,20190823,27.4,26.56,27.98,26.56,55357313.0,1519607168.0
15,600340.SH,20190816,26.05,26.48,27.05,25.51,45741951.0,1205949101.0
16,600340.SH,20190809,26.44,28.03,28.08,26.31,48906738.0,1320078277.0
17,600340.SH,20190802,28.23,31.01,31.17,27.88,60267005.0,1766832986.0
18,600340.SH,20190726,31.0,30.9,31.23,30.02,38856899.0,1189895094.0
19,600340.SH,20190719,30.88,30.35,31.07,29.55,42452678.0,1292525912.0
20,600340.SH,20190712,30.4,32.69,33.0,30.2,50230821.0,1598991457.0
21,600340.SH,20190705,32.72,32.99,33.57,32.21,66574955.0,2193336584.0
22,600340.SH,20190628,32.57,30.89,32.88,30.69,53671457.0,1710852080.0
23,600340.SH,20190621,30.81,29.9,31.06,29.58,51115003.0,1552021746.0
24,600340.SH,20190614,29.98,29.29,30.71,29.29,43286552.0,1304846646.0
25,600340.SH,20190606,29.3,29.78,30.08,28.9,28504527.0,841717536.0
26,600340.SH,20190531,29.63,28.95,30.13,28.39,36772936.0,1086467931.0
27,600340.SH,20190524,28.8,30.6,31.09,28.6,42662952.0,1268968419.0
28,600340.SH,20190517,30.71,29.29,31.62,29.05,65652528.0,2003400816.0
29,600340.SH,20190510,29.74,30.5,30.5,28.58,73090698.0,2158714643.0
30,600340.SH,20190430,31.42,30.91,31.63,30.7,27966080.0,872027980.0
31,600340.SH,20190426,30.58,33.75,33.75,30.5,94295527.0,2999954857.0
32,600340.SH,20190419,33.69,33.3,34.34,31.59,99392519.0,3270840463.0
33,600340.SH,20190412,32.52,31.83,35.2,30.76,154775158.0,5155867371.0
34,600340.SH,20190404,31.78,31.3,32.46,31.3,82505909.0,2633349995.0
35,600340.SH,20190329,31.02,30.55,31.16,29.23,90872464.0,2746152460.0
36,600340.SH,20190322,31.27,30.75,32.97,30.75,110860803.0,3516450084.0
37,600340.SH,20190315,30.72,28.58,31.42,27.79,143619688.0,4250920020.0
38,600340.SH,20190308,28.74,31.0,33.06,28.56,165171134.0,5165903047.0
39,600340.SH,20190301,31.04,30.6,32.9,29.85,103805545.0,3272130541.0
40,600340.SH,20190222,30.37,29.02,30.95,28.84,87415408.0,2614059707.0
41,600340.SH,20190215,28.83,27.88,30.65,27.42,84105643.0,2442281774.0
42,600340.SH,20190201,27.88,26.75,28.54,26.25,59992494.0,1640857472.0
43,600340.SH,20190125,26.48,25.93,26.76,25.2,47382999.0,1234864985.0
44,600340.SH,20190118,26.06,26.24,27.55,25.81,42763500.0,1129944442.0
45,600340.SH,20190111,26.11,26.29,26.89,25.5,43787020.0,1147415330.0
46,600340.SH,20190104,26.01,25.58,26.18,24.65,32456091.0,821848275.0
