,ts_code,trade_date,close,open,high,low,vol,amount
0,002027.SZ,20191129,5.6,5.83,6.03,5.57,318898461.0,1829149893.65
1,002027.SZ,20191122,5.84,5.82,6.13,5.76,339738212.0,2016866920.91
2,002027.SZ,20191115,5.84,5.95,6.06,5.72,339913585.0,1992733059.82
3,002027.SZ,20191108,5.98,6.18,6.39,5.97,500166573.0,3076126532.6
4,002027.SZ,20191101,6.16,5.67,6.23,5.6,773710307.0,4602645915.33
5,002027.SZ,20191025,5.65,5.65,5.78,5.46,452813232.0,2547049440.6
6,002027.SZ,20191018,5.62,5.24,5.75,5.24,601668383.0,3316329111.52
7,002027.SZ,20191011,5.16,5.26,5.33,5.09,183411262.0,946818235.98
8,002027.SZ,20190930,5.25,5.32,5.38,5.25,66871166.0,354950800.02
9,002027.SZ,20190927,5.34,5.41,5.54,5.29,333602433.0,1801570895.13
10,002027.SZ,20190920,5.43,5.65,5.66,5.4,354318940.0,1950487047.6
11,002027.SZ,20190912,5.66,5.56,5.82,5.46,389247761.0,2209516037.47
12,002027.SZ,20190906,5.5,5.4,5.66,5.4,476345500.0,2629325176.23
13,002027.SZ,20190830,5.37,5.06,5.56,4.98,707527560.0,3738096255.64
14,002027.SZ,20190823,5.13,4.91,5.25,4.86,600711363.0,3067357009.1
15,002027.SZ,20190816,4.88,5.04,5.11,4.77,269220700.0,1328361573.88
16,002027.SZ,20190809,5.07,4.97,5.14,4.74,400172913.0,1976057494.11
17,002027.SZ,20190802,4.98,4.81,5.28,4.72,681993969.0,3446076821.09
18,002027.SZ,20190726,4.84,4.93,4.94,4.71,369207875.0,1772525595.64
19,002027.SZ,20190719,4.92,5.16,5.3,4.92,325956677.0,1670983993.56
20,002027.SZ,20190712,5.17,5.32,5.33,5.15,229377196.0,1193497342.45
21,002027.SZ,20190705,5.34,5.39,5.51,5.32,357485852.0,1933457080.23
22,002027.SZ,20190628,5.29,5.65,5.67,5.28,356022934.0,1935489270.66
23,002027.SZ,20190621,5.69,5.4,5.7,5.31,399826255.0,2202588359.06
24,002027.SZ,20190614,5.43,5.29,5.56,5.26,361785693.0,1971454700.38
25,002027.SZ,20190606,5.29,5.55,5.59,5.25,295323900.0,1597557952.54
26,002027.SZ,20190531,5.56,5.22,5.67,5.1,532046030.0,2870085265.84
27,002027.SZ,20190524,5.22,5.7,5.72,5.16,483312130.0,2624514980.01
28,002027.SZ,20190517,5.7,5.8,5.93,5.64,484067680.0,2778307261.22
29,002027.SZ,20190510,5.9,5.81,6.04,5.64,728659603.0,4267315618.4
30,002027.SZ,20190430,6.1,6.19,6.3,6.07,322254139.0,1993931536.43
31,002027.SZ,20190426,6.17,6.96,7.24,6.14,1463296033.0,9870106573.16
32,002027.SZ,20190419,6.94,7.11,7.12,6.66,780282383.0,5354659226.0
33,002027.SZ,20190412,7.0,7.12,7.49,6.82,1453121128.0,10381920035.52
34,002027.SZ,20190404,7.09,6.28,7.28,6.26,1348822832.0,9094697329.05
35,002027.SZ,20190329,6.27,6.79,6.79,5.91,1465069853.0,9360334339.53
36,002027.SZ,20190322,6.94,6.8,7.15,6.68,1495612813.0,10374084609.5
37,002027.SZ,20190315,6.76,6.47,7.18,6.47,1249829738.0,8515061747.41
38,002027.SZ,20190308,6.47,6.97,7.16,6.45,1357266441.0,9276036707.64
39,002027.SZ,20190301,6.88,7.13,7.37,6.66,1153015822.0,8065939412.59
40,002027.SZ,20190222,7.0,6.4,7.1,6.36,1011917219.0,6755860547.16
41,002027.SZ,20190215,6.34,5.64,6.65,5.61,1145493457.0,7238407954.54
42,002027.SZ,20190201,5.65,5.85,5.87,5.38,575820675.0,3228409614.01
43,002027.SZ,20190125,5.78,5.82,5.93,5.56,568457197.0,3273189831.78
44,002027.SZ,20190118,5.76,5.5,5.81,5.26,791545739.0,4410657164.51
45,002027.SZ,20190111,5.59,5.32,5.75,5.25,767488032.0,4245909091.09
46,002027.SZ,20190104,5.25,5.26,5.41,4.97,624790953.0,3212047351.39
