,ts_code,trade_date,close,open,high,low,vol,amount
0,600570.SH,20191129,72.81,76.63,76.67,72.39,45905474.0,3390317113.0
1,600570.SH,20191122,76.8,74.5,78.77,74.18,59504689.0,4580467494.0
2,600570.SH,20191115,74.81,76.62,77.56,74.16,59658629.0,4531323941.0
3,600570.SH,20191108,77.43,77.59,79.25,75.83,94378170.0,7314849184.0
4,600570.SH,20191101,77.07,82.49,88.83,75.81,247707194.0,20239379866.0
5,600570.SH,20191025,74.99,72.2,74.99,70.88,41721342.0,3049508514.0
6,600570.SH,20191018,72.15,77.3,78.23,72.1,59326223.0,4472645611.0
7,600570.SH,20191011,76.32,74.39,77.5,71.96,53977165.0,4048168588.0
8,600570.SH,20190930,73.93,75.23,75.51,73.9,9583763.0,716556748.0
9,600570.SH,20190927,75.04,79.26,79.26,73.86,78557452.0,6009995894.0
10,600570.SH,20190920,79.8,82.48,82.99,78.22,71431679.0,5710478753.0
11,600570.SH,20190912,82.07,83.49,85.3,80.7,88701897.0,7348045110.0
12,600570.SH,20190906,81.91,74.95,85.06,74.5,136086014.0,10949858536.0
13,600570.SH,20190830,74.3,70.5,77.2,70.3,105606443.0,7869523365.0
14,600570.SH,20190823,72.11,68.03,74.1,68.03,108354713.0,7731512420.0
15,600570.SH,20190816,66.87,65.3,67.98,63.68,63594705.0,4212024485.0
16,600570.SH,20190809,65.25,68.59,69.6,62.75,85618032.0,5634968099.0
17,600570.SH,20190802,68.96,70.25,71.88,68.59,80381226.0,5663524571.0
18,600570.SH,20190726,70.27,68.0,71.95,66.58,99955055.0,6999352819.0
19,600570.SH,20190719,67.51,65.5,69.49,64.52,69232615.0,4688938064.0
20,600570.SH,20190712,65.18,68.1,68.2,64.6,55794187.0,3677289677.0
21,600570.SH,20190705,68.47,71.0,71.46,67.46,72224285.0,5006639471.0
22,600570.SH,20190628,68.15,70.5,71.15,66.61,87234600.0,5995320243.0
23,600570.SH,20190621,70.0,62.52,71.59,62.44,122730703.0,8308771407.0
24,600570.SH,20190614,62.76,59.82,65.49,58.0,91410705.0,5750291580.0
25,600570.SH,20190606,59.83,63.0,63.27,58.37,58615641.0,3543034412.0
26,600570.SH,20190531,62.34,62.37,64.92,61.3,69229560.0,4386629544.0
27,600570.SH,20190524,61.65,62.76,65.67,61.63,80945074.0,5149888404.0
28,600570.SH,20190517,62.76,82.3,84.5,62.06,86505961.0,6176007890.0
29,600570.SH,20190510,83.49,77.58,84.58,73.0,97441621.0,7623248254.0
30,600570.SH,20190430,83.05,85.9,86.45,81.61,31321843.0,2610004676.0
31,600570.SH,20190426,85.89,90.35,90.95,84.88,85895475.0,7548287230.0
32,600570.SH,20190419,90.26,94.1,94.5,86.96,73694183.0,6627801260.0
33,600570.SH,20190412,92.0,98.75,100.33,90.1,107251143.0,10092571822.0
34,600570.SH,20190404,97.33,96.32,105.19,92.12,131282264.0,12832878016.0
35,600570.SH,20190329,87.56,83.95,87.78,80.0,86841539.0,7246423163.0
36,600570.SH,20190322,86.39,81.35,89.29,79.38,100977419.0,8599322172.0
37,600570.SH,20190315,81.18,85.72,95.59,79.82,163159985.0,14433093765.0
38,600570.SH,20190308,84.53,89.9,98.67,84.5,176867168.0,15739907483.0
39,600570.SH,20190301,88.27,85.54,94.05,83.1,163692142.0,14455609256.0
40,600570.SH,20190222,77.76,67.7,77.76,67.7,107205214.0,7645373261.0
41,600570.SH,20190215,67.11,67.0,70.15,66.5,84268960.0,5736552275.0
42,600570.SH,20190201,65.76,59.9,66.0,59.72,81666178.0,5166478903.0
43,600570.SH,20190125,59.18,59.63,62.1,57.96,51331277.0,3060785008.0
44,600570.SH,20190118,59.56,56.01,62.98,54.77,64805216.0,3806360992.0
45,600570.SH,20190111,56.0,53.8,56.1,53.51,49287129.0,2722978918.0
46,600570.SH,20190104,53.33,51.75,53.72,50.0,27159886.0,1402613181.0
