,RunTime,VRDate,AVDate,P&L,MaxDrawdown,TradeNumbers,TradeWinPercent
0,09:40:00,5,5,10.65%,-0.08415846724094378,4,50.00%
1,09:40:00,5,7,10.65%,-0.08415846724094378,4,50.00%
2,09:40:00,7,5,5.55%,-0.08415846724094356,4,50.00%
3,09:40:00,7,7,5.55%,-0.08415846724094356,4,50.00%
4,10:00:00,5,5,10.09%,-0.08415846724094378,4,50.00%
5,10:00:00,5,7,10.09%,-0.08415846724094378,4,50.00%
6,10:00:00,7,5,5.83%,-0.08415846724094356,4,50.00%
7,10:00:00,7,7,5.83%,-0.08415846724094356,4,50.00%
8,10:30:00,5,5,13.39%,-0.04366951267204944,4,75.00%
9,10:30:00,5,7,13.39%,-0.04366951267204944,4,75.00%
10,10:30:00,7,5,10.27%,-0.04366951267204955,4,75.00%
11,10:30:00,7,7,10.27%,-0.04366951267204955,4,75.00%
12,11:00:00,5,5,15.07%,-0.02279688381445477,4,75.00%
13,11:00:00,5,7,9.87%,-0.08415846724094367,4,50.00%
14,11:00:00,7,5,12.12%,-0.022796883814454882,4,75.00%
15,11:00:00,7,7,7.05%,-0.08415846724094378,4,50.00%
16,11:30:00,5,5,17.04%,-0.02393551669360383,3,100.00%
17,11:30:00,5,7,14.72%,-0.04324036228598738,3,100.00%
18,11:30:00,7,5,11.75%,-0.023935516693603942,4,75.00%
19,11:30:00,7,7,9.54%,-0.04324036228598738,4,50.00%
20,13:10:00,5,5,13.58%,-0.05019675160844872,3,66.67%
21,13:10:00,5,7,13.58%,-0.05019675160844872,3,66.67%
22,13:10:00,7,5,8.15%,-0.05019675160844883,4,50.00%
23,13:10:00,7,7,8.15%,-0.05019675160844883,4,50.00%
24,13:30:00,5,5,10.03%,-0.07918322769549357,4,75.00%
25,13:30:00,5,7,11.86%,-0.06382227636592697,3,66.67%
26,13:30:00,7,5,4.75%,-0.07918322769549357,5,60.00%
27,13:30:00,7,7,6.50%,-0.06382227636592674,4,50.00%
28,14:00:00,5,5,9.81%,-0.08675183325483782,4,75.00%
29,14:00:00,5,7,13.02%,-0.0600983584997733,3,66.67%
30,14:00:00,7,5,3.82%,-0.08675183325483793,4,75.00%
31,14:00:00,7,7,7.30%,-0.060098358499773186,4,75.00%
32,14:30:00,5,5,11.76%,-0.07124242497655253,3,66.67%
33,14:30:00,5,7,11.76%,-0.07124242497655253,3,66.67%
34,14:30:00,7,5,5.31%,-0.07124242497655242,4,75.00%
35,14:30:00,7,7,5.31%,-0.07124242497655242,4,75.00%
36,15:00:00,5,5,16.20%,-0.026430818535143508,3,100.00%
37,15:00:00,5,7,9.31%,-0.08415846724094356,3,66.67%
38,15:00:00,7,5,9.71%,-0.026430818535143508,4,100.00%
39,15:00:00,7,7,3.20%,-0.08415846724094356,4,75.00%
