epoch,c1_acc,c1_loss,c2_acc,c2_loss,c3_acc,c3_loss,c4_acc,c4_loss,loss,val_c1_acc,val_c1_loss,val_c2_acc,val_c2_loss,val_c3_acc,val_c3_loss,val_c4_acc,val_c4_loss,val_loss
0,0.5720781,1.6684909,0.5331172,1.8212171,0.53384376,1.8155836,0.57995313,1.6408149,6.946107862979174,0.9589844,0.11728898,0.9225781,0.24544014,0.9255469,0.23565978,0.96632814,0.099483274,0.6978721910715103
1,0.9740703,0.076144956,0.9610469,0.115996405,0.9609219,0.11561488,0.9740391,0.07475583,0.3825119637697935,0.96125,0.1373288,0.94875,0.16173404,0.94820315,0.16950881,0.95882815,0.1340078,0.6025794285535813
