,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,600487.SH,20191127,15.51,15.91,15.43,15.73,15.65,0.08000000000000007,0.5112,192681.67,303015.479
1,600487.SH,20191126,15.4,15.65,15.32,15.65,15.34,0.3100000000000005,2.0209,144042.99,222574.98
2,600487.SH,20191125,15.43,15.68,15.2,15.34,15.5,-0.16000000000000014,-1.0323,165141.87,254560.449
3,600487.SH,20191122,15.67,15.96,15.41,15.5,15.69,-0.1899999999999995,-1.211,212282.23,332368.607
4,600487.SH,20191121,15.55,15.75,15.44,15.69,15.67,0.019999999999999574,0.1276,140919.23,220021.683
5,600487.SH,20191120,16.0,16.02,15.66,15.67,16.0,-0.33000000000000007,-2.0625,230097.33,363503.507
6,600487.SH,20191119,15.88,16.09,15.83,16.0,15.95,0.05000000000000071,0.3135,279173.38,445904.083
7,600487.SH,20191118,15.4,16.05,15.4,15.95,15.39,0.5599999999999987,3.6387,333221.31,528831.619
8,600487.SH,20191115,15.7,15.74,15.39,15.39,15.69,-0.29999999999999893,-1.912,187147.14,290806.684
9,600487.SH,20191114,15.17,15.83,15.11,15.69,15.15,0.5399999999999991,3.5644,351778.29,546917.884
10,600487.SH,20191113,15.16,15.33,14.88,15.15,15.13,0.019999999999999574,0.1322,146359.84,220660.418
11,600487.SH,20191112,15.05,15.15,14.85,15.13,15.12,0.010000000000001563,0.0661,167260.76,251317.01
12,600487.SH,20191111,15.58,15.58,15.05,15.12,15.6,-0.4800000000000004,-3.0769,267451.34,408456.301
13,600487.SH,20191108,15.97,16.4,15.6,15.6,15.84,-0.2400000000000002,-1.5152,441026.71,705519.587
14,600487.SH,20191107,15.93,16.1,15.75,15.84,15.94,-0.09999999999999964,-0.6274,281489.21,446984.913
15,600487.SH,20191106,15.94,16.15,15.73,15.94,16.01,-0.07000000000000206,-0.4372,395962.05,630177.562
16,600487.SH,20191105,15.89,16.05,15.6,16.01,16.03,-0.019999999999999574,-0.1248,511950.89,809249.718
