,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,000581.SZ,20191127,18.47,18.66,18.29,18.6,18.4,0.20000000000000284,1.087,80851.39,149773.64
1,000581.SZ,20191126,18.57,18.68,18.25,18.4,18.68,-0.28000000000000114,-1.4989,107870.25,198972.762
2,000581.SZ,20191125,17.91,18.73,17.81,18.68,17.96,0.7199999999999989,4.0089,147957.19,272582.578
3,000581.SZ,20191122,17.79,18.08,17.79,17.96,17.83,0.13000000000000256,0.7291,89259.59,160327.837
4,000581.SZ,20191121,17.91,18.04,17.71,17.83,17.84,-0.010000000000001563,-0.0561,63085.77,112577.044
5,000581.SZ,20191120,17.78,18.11,17.67,17.84,17.79,0.05000000000000071,0.2811,130336.09,233759.73
6,000581.SZ,20191119,17.3,17.84,17.28,17.79,17.28,0.509999999999998,2.9514,193836.76,341371.354
7,000581.SZ,20191118,17.19,17.34,17.08,17.28,17.25,0.030000000000001137,0.1739,80302.96,138465.893
8,000581.SZ,20191115,17.26,17.64,17.13,17.25,17.26,-0.010000000000001563,-0.0579,111509.52,194031.014
9,000581.SZ,20191114,17.27,17.43,17.16,17.26,17.26,0.0,0.0,57128.55,98726.258
10,000581.SZ,20191113,17.5,17.55,17.14,17.26,17.4,-0.13999999999999702,-0.8046,78471.48,135487.634
11,000581.SZ,20191112,17.37,17.52,17.23,17.4,17.33,0.07000000000000028,0.4039,115094.85,200064.149
12,000581.SZ,20191111,17.75,17.8,17.31,17.33,17.88,-0.5500000000000007,-3.0761,95670.91,167339.402
13,000581.SZ,20191108,18.11,18.25,17.84,17.88,17.94,-0.060000000000002274,-0.3344,77855.37,140454.87
14,000581.SZ,20191107,18.05,18.11,17.82,17.94,17.94,0.0,0.0,75704.95,136121.073
15,000581.SZ,20191106,18.18,18.36,17.9,17.94,18.2,-0.259999999999998,-1.4286,100240.31,181171.528
16,000581.SZ,20191105,18.11,18.37,17.83,18.2,18.12,0.0799999999999983,0.4415,161195.36,292764.909
