,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,601318.SH,20191127,85.36,85.36,84.5,84.91,85.4,-0.4900000000000091,-0.5738,394256.92,3344756.236
1,601318.SH,20191126,86.0,86.02,84.97,85.4,85.5,-0.09999999999999432,-0.117,509282.55,4348204.545
2,601318.SH,20191125,85.1,85.57,84.28,85.5,84.89,0.6099999999999994,0.7186,546527.22,4642913.865
3,601318.SH,20191122,86.42,86.95,84.68,84.89,86.34,-1.4500000000000028,-1.6794,747463.83,6400035.302
4,601318.SH,20191121,87.72,87.75,86.01,86.34,88.05,-1.7099999999999937,-1.9421,757381.64,6568187.721
5,601318.SH,20191120,88.58,88.8,87.93,88.05,88.89,-0.8400000000000034,-0.945,332290.9,2931878.778
6,601318.SH,20191119,88.3,89.1,88.22,88.89,88.71,0.18000000000000682,0.2029,302021.26,2680997.207
7,601318.SH,20191118,87.88,88.98,87.68,88.71,87.9,0.8099999999999881,0.9215,344810.63,3049046.341
8,601318.SH,20191115,87.81,88.25,87.7,87.9,88.03,-0.12999999999999545,-0.1477,364026.86,3201969.893
9,601318.SH,20191114,88.48,88.49,87.8,88.03,88.0,0.030000000000001137,0.0341,323509.97,2851209.745
10,601318.SH,20191113,87.97,88.34,87.53,88.0,88.22,-0.21999999999999886,-0.2494,380871.62,3347570.705
11,601318.SH,20191112,88.39,88.55,87.85,88.22,88.21,0.010000000000005116,0.0113,395453.62,3484083.834
12,601318.SH,20191111,88.5,88.59,87.9,88.21,89.17,-0.960000000000008,-1.0766,442562.17,3907738.378
13,601318.SH,20191108,90.49,90.55,89.17,89.17,89.77,-0.5999999999999943,-0.6684,436274.87,3913709.229
14,601318.SH,20191107,90.0,90.1,89.28,89.77,90.0,-0.23000000000000398,-0.2556,319831.02,2868909.39
15,601318.SH,20191106,90.04,90.4,89.67,90.0,90.06,-0.060000000000002274,-0.0666,386305.41,3474136.442
16,601318.SH,20191105,90.3,91.26,89.66,90.06,90.29,-0.23000000000000398,-0.2547,654849.54,5916481.105
