,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,000157.SZ,20191127,6.06,6.14,6.01,6.06,6.11,-0.05000000000000071,-0.8183,355283.96,216220.978
1,000157.SZ,20191126,6.08,6.11,6.0,6.11,6.1,0.010000000000000675,0.1639,441021.02,267627.035
2,000157.SZ,20191125,5.92,6.1,5.91,6.1,5.93,0.16999999999999993,2.8668,365027.68,220003.59
3,000157.SZ,20191122,6.02,6.09,5.88,5.93,5.99,-0.0600000000000005,-1.0017,336785.6,200901.839
4,000157.SZ,20191121,6.04,6.05,5.96,5.99,6.06,-0.0699999999999994,-1.1551,253455.12,152084.629
5,000157.SZ,20191120,6.16,6.16,6.04,6.06,6.15,-0.09000000000000075,-1.4634,312545.19,190332.606
6,000157.SZ,20191119,6.16,6.17,6.09,6.15,6.12,0.03000000000000025,0.4902,415966.15,255138.828
7,000157.SZ,20191118,5.97,6.12,5.95,6.12,5.99,0.1299999999999999,2.1703,481938.93,293157.89
8,000157.SZ,20191115,6.11,6.13,5.97,5.99,6.06,-0.0699999999999994,-1.1551,347107.15,209918.784
9,000157.SZ,20191114,5.97,6.16,5.96,6.06,5.93,0.1299999999999999,2.1922,693184.57,421842.49
10,000157.SZ,20191113,5.93,5.95,5.86,5.93,5.88,0.04999999999999982,0.8503,246975.46,145815.09
11,000157.SZ,20191112,5.81,5.91,5.79,5.88,5.79,0.08999999999999986,1.5544,255727.42,149541.645
12,000157.SZ,20191111,6.0,6.01,5.78,5.79,5.97,-0.17999999999999972,-3.0151,428850.44,251600.266
13,000157.SZ,20191108,6.12,6.13,5.97,5.97,6.08,-0.11000000000000032,-1.8092,308580.66,186782.3
14,000157.SZ,20191107,6.07,6.1,6.03,6.08,6.05,0.03000000000000025,0.4959,288837.64,174953.341
15,000157.SZ,20191106,5.9,6.14,5.9,6.05,5.93,0.1200000000000001,2.0236,698934.66,422794.674
16,000157.SZ,20191105,5.93,5.97,5.87,5.93,5.93,0.0,0.0,268471.12,158809.804
