,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,600519.SH,20191127,1192.8,1196.62,1184.51,1189.95,1185.0,4.9500000000000455,0.4177,19848.81,2363839.726
1,600519.SH,20191126,1186.68,1198.6,1183.0,1185.0,1182.06,2.9400000000000546,0.2487,40239.61,4794179.893
2,600519.SH,20191125,1188.05,1194.0,1172.06,1182.06,1194.0,-11.940000000000055,-1.0,38281.75,4518778.939
3,600519.SH,20191122,1223.0,1229.0,1185.0,1194.0,1231.3,-37.299999999999955,-3.0293,47054.28,5677646.465
4,600519.SH,20191121,1231.0,1235.51,1221.06,1231.3,1233.75,-2.4500000000000455,-0.1986,19187.39,2356277.766
5,600519.SH,20191120,1230.0,1239.51,1228.06,1233.75,1232.32,1.4300000000000637,0.116,15280.53,1884957.278
6,600519.SH,20191119,1228.0,1241.61,1225.02,1232.32,1227.28,5.039999999999964,0.4107,20623.75,2542105.913
7,600519.SH,20191118,1225.12,1229.45,1218.0,1227.28,1224.9,2.3799999999998818,0.1943,18037.66,2204546.132
8,600519.SH,20191115,1230.0,1232.91,1221.5,1224.9,1230.0,-5.099999999999909,-0.4146,16340.72,2003665.313
9,600519.SH,20191114,1227.0,1240.0,1222.0,1230.0,1224.0,6.0,0.4902,23521.12,2898399.7
10,600519.SH,20191113,1207.0,1227.8,1200.0,1224.0,1201.6,22.40000000000009,1.8642,31977.04,3890666.569
11,600519.SH,20191112,1204.0,1209.6,1198.21,1201.6,1199.0,2.599999999999909,0.2168,19150.55,2303205.539
12,600519.SH,20191111,1201.5,1206.2,1193.51,1199.0,1205.0,-6.0,-0.4979,17342.46,2082060.83
13,600519.SH,20191108,1205.0,1215.65,1201.51,1205.0,1201.37,3.630000000000109,0.3022,24512.11,2964133.776
14,600519.SH,20191107,1196.51,1201.88,1189.0,1201.37,1193.0,8.36999999999989,0.7016,16167.88,1933203.877
15,600519.SH,20191106,1197.0,1204.0,1188.88,1193.0,1199.0,-6.0,-0.5004,19737.51,2362005.422
16,600519.SH,20191105,1199.5,1205.0,1192.0,1199.0,1199.59,-0.5899999999999181,-0.0492,22254.72,2667596.023
