,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,600660.SH,20191127,22.39,22.45,22.02,22.07,22.38,-0.3099999999999987,-1.3852,68648.62,151957.234
1,600660.SH,20191126,22.35,22.56,22.19,22.38,22.29,0.08999999999999986,0.4038,84204.59,188098.095
2,600660.SH,20191125,21.73,22.46,21.66,22.29,21.73,0.5599999999999987,2.5771,125253.76,278072.12
3,600660.SH,20191122,21.77,21.97,21.6,21.73,21.77,-0.03999999999999915,-0.1837,60718.03,132300.879
4,600660.SH,20191121,21.75,21.85,21.57,21.77,21.81,-0.03999999999999915,-0.1834,53605.15,116247.684
5,600660.SH,20191120,21.9,22.07,21.8,21.81,21.9,-0.08999999999999986,-0.411,61191.97,134025.365
6,600660.SH,20191119,21.85,21.95,21.77,21.9,21.78,0.11999999999999744,0.551,58151.4,127183.804
7,600660.SH,20191118,22.05,22.12,21.56,21.78,22.12,-0.33999999999999986,-1.5371,103812.96,226051.756
8,600660.SH,20191115,22.28,22.44,22.06,22.12,22.28,-0.16000000000000014,-0.7181,56458.31,125328.467
9,600660.SH,20191114,22.43,22.53,22.23,22.28,22.44,-0.16000000000000014,-0.713,44492.95,99333.4
10,600660.SH,20191113,22.44,22.53,22.12,22.44,22.26,0.17999999999999972,0.8086,68317.41,152785.173
11,600660.SH,20191112,22.43,22.59,22.17,22.26,22.5,-0.23999999999999844,-1.0667,69589.51,155301.373
12,600660.SH,20191111,22.71,22.71,22.24,22.5,22.72,-0.21999999999999886,-0.9683,84640.29,189783.649
13,600660.SH,20191108,22.57,22.87,22.41,22.72,22.39,0.3299999999999983,1.4739,167613.93,379813.867
14,600660.SH,20191107,22.28,22.48,22.12,22.39,22.11,0.28000000000000114,1.2664,85840.23,191868.208
15,600660.SH,20191106,22.56,22.58,22.04,22.11,22.45,-0.33999999999999986,-1.5145,93061.09,206876.436
16,600660.SH,20191105,22.25,22.49,22.01,22.45,22.21,0.23999999999999844,1.0806,158148.7,352734.274
