,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,600570.SH,20191127,73.8,74.3,73.18,73.47,74.38,-0.9099999999999966,-1.2234,72915.2,536648.723
1,600570.SH,20191126,74.0,74.9,73.16,74.38,73.98,0.3999999999999915,0.5407,111452.23,823808.151
2,600570.SH,20191125,76.63,76.67,73.9,73.98,76.8,-2.819999999999993,-3.6719,147069.87,1096393.818
3,600570.SH,20191122,77.09,78.59,76.4,76.8,77.11,-0.3100000000000023,-0.402,142839.62,1105857.436
4,600570.SH,20191121,76.6,77.95,76.41,77.11,77.3,-0.18999999999999773,-0.2458,83412.16,643443.386
5,600570.SH,20191120,76.9,78.77,76.89,77.3,76.6,0.7000000000000028,0.9138,183670.67,1431691.697
6,600570.SH,20191119,75.19,76.65,74.82,76.6,74.95,1.6499999999999915,2.2015,115493.33,876737.166
7,600570.SH,20191118,74.5,75.54,74.18,74.95,74.81,0.14000000000000057,0.1871,69631.11,522737.809
8,600570.SH,20191115,76.5,76.58,74.8,74.81,76.65,-1.8400000000000034,-2.4005,117817.77,889806.593
9,600570.SH,20191114,76.0,76.93,75.7,76.65,76.43,0.21999999999999886,0.2878,104082.96,795123.979
10,600570.SH,20191113,75.68,76.58,75.0,76.43,75.68,0.75,0.991,100139.13,761452.02
11,600570.SH,20191112,76.26,76.69,74.16,75.68,76.32,-0.6399999999999864,-0.8386,146818.46,1106570.995
12,600570.SH,20191111,76.62,77.56,76.02,76.32,77.43,-1.1100000000000136,-1.4336,127727.97,978370.354
13,600570.SH,20191108,77.98,79.25,77.31,77.43,77.06,0.37000000000000455,0.4801,204487.26,1601661.913
14,600570.SH,20191107,76.01,77.26,76.01,77.06,76.24,0.8200000000000074,1.0756,122401.22,940284.413
15,600570.SH,20191106,77.63,78.09,75.94,76.24,77.98,-1.740000000000009,-2.2313,163952.69,1255128.33
16,600570.SH,20191105,76.1,78.46,75.83,77.98,77.54,0.4399999999999977,0.5674,233927.8,1808913.265
