,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,002027.SZ,20191127,5.82,5.84,5.65,5.72,5.82,-0.10000000000000053,-1.7182,707518.39,404019.641
1,002027.SZ,20191126,5.89,6.03,5.82,5.82,5.88,-0.05999999999999961,-1.0204,698989.0,412879.895
2,002027.SZ,20191125,5.83,5.89,5.77,5.88,5.84,0.040000000000000036,0.6849,488136.59,285697.714
3,002027.SZ,20191122,5.89,5.98,5.76,5.84,5.92,-0.08000000000000007,-1.3514,682967.28,401207.735
4,002027.SZ,20191121,5.91,5.94,5.78,5.92,5.96,-0.040000000000000036,-0.6711,588039.64,344653.676
5,002027.SZ,20191120,6.06,6.11,5.94,5.96,6.08,-0.1200000000000001,-1.9737,531641.76,319050.811
6,002027.SZ,20191119,5.88,6.13,5.87,6.08,5.88,0.20000000000000018,3.4014,946977.42,572386.438
7,002027.SZ,20191118,5.82,5.93,5.78,5.88,5.84,0.040000000000000036,0.6849,647756.02,379568.259
8,002027.SZ,20191115,5.79,5.91,5.74,5.84,5.78,0.05999999999999961,1.0381,754372.58,439016.896
9,002027.SZ,20191114,5.89,5.93,5.72,5.78,5.9,-0.1200000000000001,-2.0339,934247.08,541056.337
10,002027.SZ,20191113,5.92,5.98,5.86,5.9,5.9,0.0,0.0,502925.89,296961.24
11,002027.SZ,20191112,5.9,5.94,5.86,5.9,5.9,0.0,0.0,493485.69,291216.256
12,002027.SZ,20191111,5.95,6.06,5.86,5.9,5.98,-0.08000000000000007,-1.3378,714104.61,424482.327
13,002027.SZ,20191108,6.13,6.23,5.97,5.98,6.08,-0.09999999999999964,-1.6447,910261.13,550021.759
14,002027.SZ,20191107,6.11,6.13,6.05,6.08,6.14,-0.05999999999999961,-0.9772,690644.25,419930.093
15,002027.SZ,20191106,6.17,6.19,6.04,6.14,6.16,-0.020000000000000462,-0.3247,942836.11,575231.806
16,002027.SZ,20191105,6.24,6.28,6.14,6.16,6.2,-0.040000000000000036,-0.6452,1002689.73,620399.174
