,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,002271.SZ,20191127,24.99,24.99,24.4,24.64,24.94,-0.3000000000000007,-1.2029,119367.24,293701.953
1,002271.SZ,20191126,25.31,25.31,24.59,24.94,25.35,-0.41000000000000014,-1.6174,232446.8,578090.044
2,002271.SZ,20191125,24.12,25.35,24.1,25.35,24.01,1.3399999999999999,5.581,262891.71,654228.713
3,002271.SZ,20191122,24.34,24.82,23.78,24.01,24.25,-0.23999999999999844,-0.9897,134319.63,326306.166
4,002271.SZ,20191121,24.17,24.38,24.0,24.25,24.2,0.05000000000000071,0.2066,63351.24,153264.371
5,002271.SZ,20191120,24.75,24.82,24.11,24.2,24.64,-0.4400000000000013,-1.7857,119976.33,292457.412
6,002271.SZ,20191119,24.27,24.65,24.1,24.64,24.24,0.40000000000000213,1.6502,177747.34,433370.568
7,002271.SZ,20191118,23.6,24.24,23.39,24.24,23.6,0.639999999999997,2.7119,134501.19,320829.226
8,002271.SZ,20191115,23.99,24.15,23.55,23.6,23.85,-0.25,-1.0482,116260.28,276586.733
9,002271.SZ,20191114,24.05,24.24,23.69,23.85,23.95,-0.09999999999999787,-0.4175,91883.02,219979.552
10,002271.SZ,20191113,23.77,24.15,23.61,23.95,23.61,0.33999999999999986,1.4401,134629.98,321887.16
11,002271.SZ,20191112,23.96,23.98,23.38,23.61,23.68,-0.07000000000000028,-0.2956,134588.32,317708.217
12,002271.SZ,20191111,24.07,24.33,23.59,23.68,24.26,-0.5800000000000018,-2.3908,172111.64,411352.908
13,002271.SZ,20191108,24.9,25.1,24.16,24.26,24.78,-0.5199999999999996,-2.0985,160805.27,394508.428
14,002271.SZ,20191107,24.44,24.86,24.4,24.78,24.31,0.4700000000000024,1.9334,178435.25,439541.88
15,002271.SZ,20191106,24.49,24.63,24.15,24.31,24.45,-0.14000000000000057,-0.5726,169596.85,413576.213
16,002271.SZ,20191105,24.69,24.88,24.38,24.45,24.59,-0.14000000000000057,-0.5693,191343.77,471058.109
