,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,300059.SZ,20191127,13.82,13.86,13.69,13.72,13.89,-0.16999999999999993,-1.2239,802096.48,1103197.701
1,300059.SZ,20191126,13.99,14.02,13.81,13.89,13.94,-0.049999999999998934,-0.3587,754024.76,1047450.794
2,300059.SZ,20191125,13.96,14.0,13.76,13.94,14.02,-0.08000000000000007,-0.5706,1006295.3,1397593.31
3,300059.SZ,20191122,14.13,14.34,13.98,14.02,14.14,-0.120000000000001,-0.8487,1071836.86,1512683.855
4,300059.SZ,20191121,14.0,14.22,13.96,14.14,14.09,0.05000000000000071,0.3549,660782.56,931787.539
5,300059.SZ,20191120,14.38,14.44,14.05,14.09,14.44,-0.34999999999999964,-2.4238,1116771.7,1590981.148
6,300059.SZ,20191119,14.12,14.45,14.07,14.44,14.13,0.3099999999999987,2.1939,1281809.02,1835680.951
7,300059.SZ,20191118,13.96,14.19,13.91,14.13,13.95,0.1800000000000015,1.2903,1023284.35,1442754.762
8,300059.SZ,20191115,14.44,14.49,13.93,13.95,14.45,-0.5,-3.4602,1580666.46,2249075.532
9,300059.SZ,20191114,14.44,14.54,14.27,14.45,14.42,0.02999999999999936,0.208,1003740.36,1447754.994
10,300059.SZ,20191113,14.44,14.5,14.32,14.42,14.53,-0.10999999999999943,-0.7571,824933.89,1189049.225
11,300059.SZ,20191112,14.56,14.63,14.29,14.53,14.6,-0.07000000000000028,-0.4795,1291771.23,1865431.159
12,300059.SZ,20191111,14.9,14.94,14.53,14.6,15.07,-0.47000000000000064,-3.1188,1512853.89,2230711.567
13,300059.SZ,20191108,15.29,15.38,15.05,15.07,15.14,-0.07000000000000028,-0.4624,1337141.78,2038115.106
14,300059.SZ,20191107,14.99,15.24,14.96,15.14,15.07,0.07000000000000028,0.4645,908264.04,1371897.001
15,300059.SZ,20191106,15.3,15.34,14.98,15.07,15.36,-0.28999999999999915,-1.888,1325923.58,2012746.484
16,300059.SZ,20191105,15.2,15.58,15.17,15.36,15.2,0.16000000000000014,1.0526,1959538.16,3017317.578
