,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,002032.SZ,20191127,72.84,72.84,70.81,71.22,72.46,-1.2399999999999949,-1.7113,19495.99,139394.792
1,002032.SZ,20191126,74.2,74.45,71.81,72.46,73.14,-0.6800000000000068,-0.9297,50082.41,364035.067
2,002032.SZ,20191125,74.41,75.33,72.73,73.14,74.43,-1.2900000000000063,-1.7332,16361.63,119772.649
3,002032.SZ,20191122,75.49,76.4,73.5,74.43,75.09,-0.6599999999999966,-0.8789,16998.88,127683.714
4,002032.SZ,20191121,75.8,75.85,74.07,75.09,75.55,-0.45999999999999375,-0.6089,13760.0,103150.254
5,002032.SZ,20191120,77.8,78.0,75.22,75.55,77.63,-2.0799999999999983,-2.6794,20486.87,155583.935
6,002032.SZ,20191119,77.96,78.55,77.18,77.63,77.3,0.3299999999999983,0.4269,12067.79,93800.881
7,002032.SZ,20191118,76.72,77.49,75.69,77.3,76.86,0.4399999999999977,0.5725,10194.77,78340.066
8,002032.SZ,20191115,77.97,78.17,76.32,76.86,78.0,-1.1400000000000006,-1.4615,12409.52,95443.921
9,002032.SZ,20191114,78.8,79.29,77.0,78.0,78.08,-0.0799999999999983,-0.1025,11938.15,92853.254
10,002032.SZ,20191113,77.93,78.79,76.81,78.08,77.38,0.7000000000000028,0.9046,10175.49,79162.84
11,002032.SZ,20191112,78.21,78.61,76.8,77.38,78.2,-0.8200000000000074,-1.0486,10029.23,77705.444
12,002032.SZ,20191111,79.5,79.5,77.9,78.2,79.75,-1.5499999999999972,-1.9436,11406.77,89747.147
13,002032.SZ,20191108,80.95,80.95,79.26,79.75,80.06,-0.3100000000000023,-0.3872,12472.74,99984.249
14,002032.SZ,20191107,79.62,80.06,78.91,80.06,79.85,0.21000000000000796,0.263,13048.95,103712.637
15,002032.SZ,20191106,81.01,81.1,79.4,79.85,80.36,-0.5100000000000051,-0.6346,10236.05,81986.918
16,002032.SZ,20191105,80.1,81.6,79.51,80.36,80.1,0.2600000000000051,0.3246,18562.11,149435.11
