,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,300327.SZ,20191127,23.55,24.33,23.47,23.77,23.57,0.1999999999999993,0.8485,46237.15,110917.787
1,300327.SZ,20191126,23.83,24.18,23.54,23.57,23.87,-0.3000000000000007,-1.2568,32769.49,78150.824
2,300327.SZ,20191125,24.5,24.59,23.54,23.87,24.54,-0.6699999999999982,-2.7302,49154.72,117169.349
3,300327.SZ,20191122,25.05,25.5,24.45,24.54,25.04,-0.5,-1.9968,61674.48,154103.79
4,300327.SZ,20191121,24.83,25.26,24.81,25.04,25.0,0.03999999999999915,0.16,32529.42,81365.153
5,300327.SZ,20191120,25.45,25.71,24.91,25.0,25.7,-0.6999999999999993,-2.7237,61929.51,156690.17
6,300327.SZ,20191119,25.2,25.7,24.81,25.7,25.26,0.4399999999999977,1.7419,76496.25,193762.825
7,300327.SZ,20191118,25.14,25.69,25.03,25.26,25.0,0.26000000000000156,1.04,67509.55,171142.714
8,300327.SZ,20191115,25.35,25.35,24.79,25.0,25.52,-0.5199999999999996,-2.0376,79290.4,198917.951
9,300327.SZ,20191114,24.4,25.64,24.4,25.52,24.6,0.9199999999999982,3.7398,93587.42,234493.362
10,300327.SZ,20191113,23.58,24.6,23.45,24.6,23.62,0.9800000000000004,4.149,61675.15,149377.7
11,300327.SZ,20191112,23.91,23.98,23.48,23.62,23.94,-0.3200000000000003,-1.3367,39062.13,92438.486
12,300327.SZ,20191111,24.35,24.35,23.7,23.94,24.62,-0.6799999999999997,-2.762,58381.52,139665.605
13,300327.SZ,20191108,24.8,25.08,24.58,24.62,24.56,0.060000000000002274,0.2443,61489.95,152401.903
14,300327.SZ,20191107,24.22,24.6,24.02,24.56,24.1,0.4599999999999973,1.9087,49849.32,121810.106
15,300327.SZ,20191106,24.52,24.74,23.92,24.1,24.64,-0.5399999999999991,-2.1916,54885.48,133190.101
16,300327.SZ,20191105,24.86,24.87,24.46,24.64,24.86,-0.21999999999999886,-0.885,51631.73,127256.799
